qseqid,Orthogroup
A0A1B3PEJ5;|A0A6S8BSM1.1|(obsolete);,OG0003785
A0A1J0I0B7;,OG0000246
A0A6S8CAR9.1|(obsolete);,OG0001341
A0A6S8CAT4.1|(obsolete);,OG0002234
A0A6S8CAU2.1|(obsolete);,OG0001128
A0A6S8CAU7.1|(obsolete);,OG0002277
A0A6S8CB51.1|(obsolete);,OG0000895
A0A6S8CBA0.1|(obsolete);,OG0003359
A0A6S8CBD1.1|(obsolete);,OG0001586
A0A6S8CBE4.1|(obsolete);,OG0005107
A0A6S8CBE5.1|(obsolete);,OG0097898
A0A6S8CBY6.1|(obsolete);,OG0001413
A0A6S8CBZ2.1|(obsolete);,OG0001671
A0A6S8CBZ5.1|(obsolete);,OG0001302
A0A6S8CC23.1|(obsolete);,OG0006015
A0A6S8CC39.1|(obsolete);,OG0001664
A0A6S8CC71.1|(obsolete);,OG0000905
A0A6S8CC77.1|(obsolete);,OG0000014
A0A6S8CCC3.1|(obsolete);,OG0000511
A0A6S8CCJ8.1|(obsolete);,OG0083643
A0A6S8CCL6.1|(obsolete);,OG0097595
A0A6S8CCL7.1|(obsolete);,OG0003245
A0A6S8CCT2.1|(obsolete);,OG0000697
A0A6S8CCU0.1|(obsolete);,OG0000999
A0A6S8CCW2.1|(obsolete);,OG0000692
A0A6S8CCX6.1|(obsolete);,OG0001382
A0A6S8CCY9.1|(obsolete);,OG0003258
A0A6S8CCZ2.1|(obsolete);,OG0029194
A0A6S8CD83.1|(obsolete);,OG0083956
A0A6S8CDC3.1|(obsolete);,OG0002435
A0A6S8CDG1.1|(obsolete);,OG0003249
A0A6S8CDH7.1|(obsolete);,OG0000209
A0A6S8CDI7.1|(obsolete);,OG0000709
A0A6S8CDK4.1|(obsolete);,OG0005376
A0A6S8CDT5.1|(obsolete);,OG0000236
A0A6S8CDU1.1|(obsolete);,OG0183966
A0A6S8CDW5.1|(obsolete);,OG0001754
A0A6S8CE19.1|(obsolete);,OG0000323
A0A6S8CE89.1|(obsolete);,OG0009696
A0A6S8CEG2.1|(obsolete);,OG0003189
A0A6S8CEI7.1|(obsolete);,OG0001634
A0A6S8CEK4.1|(obsolete);,OG0001923
A0A6S8CEQ0.1|(obsolete);,OG0000445
A0A6S8CEQ9.1|(obsolete);,OG0004040
A0A6S8CER4.1|(obsolete);,OG0001846
A0A6S8CF23.1|(obsolete);,OG0117096
A0A6S8CF28.1|(obsolete);,OG0001062
A0A6S8CF44.1|(obsolete);,OG0001950
A0A6S8CF70.1|(obsolete);,OG0000898
A0A6S8CF93.1|(obsolete);,OG0003317
A0A6S8CFE1.1|(obsolete);,OG0001121
A0A6S8CFE9.1|(obsolete);,OG0001316
A0A6S8CFI8.1|(obsolete);,OG0000976
A0A6S8CFJ1.1|(obsolete);,OG0001174
A0A6S8CFX4.1|(obsolete);,OG0009230
A0A6S8CG25.1|(obsolete);,OG0000349
A0A6S8CG73.1|(obsolete);,OG0002374
A0A6S8CG79.1|(obsolete);,OG0000654
A0A6S8CGD1.1|(obsolete);,OG0184078
A0A6S8CGF1.1|(obsolete);,OG0004002
A0A6S8CGN7.1|(obsolete);,OG0001327
A0A6S8CGP4.1|(obsolete);,OG0000878
A0A6S8CGQ9.1|(obsolete);,OG0002859
A0A6S8CGR3.1|(obsolete);,OG0000885
A0A6S8CGS8.1|(obsolete);,OG0003453
A0A6S8CGT2.1|(obsolete);,OG0001375
A0A6S8CGX0.1|(obsolete);,OG0002680
A0A6S8CGZ4.1|(obsolete);,OG0000077
A0A6S8CGZ9.1|(obsolete);,OG0000010
A0A6S8CHA3.1|(obsolete);,OG0008525
A0A6S8CHH1.1|(obsolete);,OG0000121
A0A6S8CHX1.1|(obsolete);,OG0001675
A0A6S8CHX9.1|(obsolete);,OG0000281
A0A6S8CI95.1|(obsolete);,OG0000186
A0A6S8CI98.1|(obsolete);,OG0002255
A0A6S8CID3.1|(obsolete);,OG0001709
A0A6S8CIE5.1|(obsolete);,OG0003761
A0A6S8CIG3.1|(obsolete);,OG0000657
A0A6S8CII0.1|(obsolete);,OG0001026
A0A6S8CIM2.1|(obsolete);,OG0000656
A0A6S8CIN2.1|(obsolete);,OG0002090
A0A6S8CIZ4.1|(obsolete);,OG0001351
A0A6S8CJ03.1|(obsolete);,OG0018017
A0A6S8CJ12.1|(obsolete);,OG0008031
A0A6S8CJ14.1|(obsolete);,OG0000762
A0A6S8CJ31.1|(obsolete);,OG0002475
A0A6S8CJ35.1|(obsolete);,OG0004697
A0A6S8CJ97.1|(obsolete);,OG0097939
A0A6S8CJB1.1|(obsolete);,OG0000697
A0A6S8CJE4.1|(obsolete);,OG0006877
A0A6S8CJH1.1|(obsolete);,OG0000128
A0A6S8CJK5.1|(obsolete);,OG0001086
A0A6S8CJL3.1|(obsolete);,OG0003588
A0A6S8CJM7.1|(obsolete);,OG0006641
A0A6S8CJQ8.1|(obsolete);,OG0004410
A0A6S8CJS2.1|(obsolete);,OG0002073
A0A6S8CJU9.1|(obsolete);,OG0000307
A0A6S8CJW4.1|(obsolete);,OG0003012
A0A6S8CK26.1|(obsolete);,OG0003004
A0A6S8CK42.1|(obsolete);,OG0012819
A0A6S8CK51.1|(obsolete);,OG0001576
A0A6S8CK87.1|(obsolete);,OG0010252
A0A6S8CK96.1|(obsolete);,OG0001471
A0A6S8CKA3.1|(obsolete);,OG0002311
A0A6S8CKE6.1|(obsolete);,OG0007555
A0A6S8CKL1.1|(obsolete);,OG0064453
A0A6S8CKN5.1|(obsolete);,OG0000075
A0A6S8CKR1.1|(obsolete);,OG0003818
A0A6S8CKZ0.1|(obsolete);,OG0003421
A0A6S8CKZ2.1|(obsolete);,OG0000387
A0A6S8CKZ5.1|(obsolete);,OG0003425
A0A6S8CLC9.1|(obsolete);,OG0001782
A0A6S8CLF6.1|(obsolete);,OG0047073
A0A6S8CLG1.1|(obsolete);,OG0007690
A0A6S8CLK8.1|(obsolete);,OG0000005
A0A6S8CLV1.1|(obsolete);,OG0000574
A0A6S8CLW5.1|(obsolete);,OG0029167
A0A6S8CM10.1|(obsolete);,OG0000141
A0A6S8CMA4.1|(obsolete);,OG0000153
A0A6S8CMC1.1|(obsolete);,OG0000536
A0A6S8CMC9.1|(obsolete);,OG0001203
A0A6S8CMD7.1|(obsolete);,OG0000143
A0A6S8CME4.1|(obsolete);,OG0002727
A0A6S8CMG9.1|(obsolete);,OG0005468
A0A6S8CML1.1|(obsolete);,OG0003074
A0A6S8CMR6.1|(obsolete);,OG0002588
A0A6S8CMT2.1|(obsolete);,OG0003054
A0A6S8CMY8.1|(obsolete);,OG0000058
A0A6S8CNC6.1|(obsolete);,OG0002389
A0A6S8CNJ3.1|(obsolete);,OG0000810
A0A6S8CNM2.1|(obsolete);,OG0003062
A0A6S8CNR1.1|(obsolete);,OG0015036
A0A6S8CNR6.1|(obsolete);,OG0047055
A0A6S8CNU1.1|(obsolete);,OG0000369
A0A6S8CNZ9.1|(obsolete);,OG0000000
A0A6S8CP40.1|(obsolete);,OG0000154
A0A6S8CPG5.1|(obsolete);,OG0000086
A0A6S8CPH6.1|(obsolete);,OG0000856
A0A6S8CPM9.1|(obsolete);,OG0001738
A0A6S8CPP7.1|(obsolete);,OG0002651
A0A6S8CPU0.1|(obsolete);,OG0000387
A0A6S8CPU2.1|(obsolete);,OG0000639
A0A6S8CPY9.1|(obsolete);,OG0073191
A0A6S8CPZ5.1|(obsolete);,OG0020808
A0A6S8CQ02.1|(obsolete);,OG0003472
A0A6S8CQ37.1|(obsolete);,OG0015856
A0A6S8CQ45.1|(obsolete);,OG0001767
A0A6S8CQ92.1|(obsolete);,OG0003376
A0A6S8CQA9.1|(obsolete);,OG0008994
A0A6S8CQB9.1|(obsolete);,OG0000010
A0A6S8CQC6.1|(obsolete);,OG0003560
A0A6S8CQH6.1|(obsolete);,OG0000570
A0A6S8CQQ5.1|(obsolete);,OG0000574
A0A6S8CQQ8.1|(obsolete);,OG0001008
A0A6S8CQX1.1|(obsolete);,OG0003162
A0A6S8CQX3.1|(obsolete);,OG0094954
A0A6S8CQY1.1|(obsolete);,OG0006982
A0A6S8CQZ8.1|(obsolete);,OG0002638
A0A6S8CQZ9.1|(obsolete);,OG0002917
A0A6S8CR03.1|(obsolete);,OG0000017
A0A6S8CR33.1|(obsolete);,OG0050229
A0A6S8CR83.1|(obsolete);,OG0000577
A0A6S8CRL4.1|(obsolete);,OG0000058
A0A6S8CRN7.1|(obsolete);,OG0002906
A0A6S8CRP2.1|(obsolete);,OG0012236
A0A6S8CRR9.1|(obsolete);,OG0000334
A0A6S8CS11.1|(obsolete);,OG0006011
A0A6S8CSF7.1|(obsolete);,OG0001759
A0A6S8CSH3.1|(obsolete);,OG0013422
A0A6S8CSI2.1|(obsolete);,OG0000012
A0A6S8CSP2.1|(obsolete);,OG0013227
A0A6S8CSR4.1|(obsolete);,OG0000262
A0A6S8CST7.1|(obsolete);,OG0001203
A0A6S8CSU4.1|(obsolete);,OG0002105
A0A6S8CT23.1|(obsolete);,OG0007624
A0A6S8CT59.1|(obsolete);,OG0002220
A0A6S8CTA7.1|(obsolete);,OG0000203
A0A6S8CTC8.1|(obsolete);,OG0000978
A0A6S8CTJ1.1|(obsolete);,OG0001397
A0A6S8CTK2.1|(obsolete);,OG0000431
A0A6S8CTM2.1|(obsolete);,OG0008076
A0A6S8CTM3.1|(obsolete);,OG0002299
A0A6S8CTP6.1|(obsolete);,OG0009753
A0A6S8CTR6.1|(obsolete);,OG0001229
A0A6S8CU50.1|(obsolete);,OG0002353
A0A6S8CU64.1|(obsolete);,OG0002469
A0A6S8CU85.1|(obsolete);,OG0002684
A0A6S8CUK2.1|(obsolete);,OG0144034
A0A6S8CUW0.1|(obsolete);,OG0034699
A0A6S8CV24.1|(obsolete);,OG0002114
A0A6S8CV73.1|(obsolete);,OG0004422
A0A6S8CV74.1|(obsolete);,OG0004230
A0A6S8CV84.1|(obsolete);,OG0000010
A0A6S8CVH0.1|(obsolete);,OG0002310
A0A6S8CVJ7.1|(obsolete);,OG0037188
A0A6S8CVK7.1|(obsolete);,OG0000192
A0A6S8CVU7.1|(obsolete);,OG0001433
A0A6S8CW16.1|(obsolete);,OG0000077
A0A6S8CW18.1|(obsolete);,OG0001142
A0A6S8CW22.1|(obsolete);,OG0001967
A0A6S8CW83.1|(obsolete);,OG0000077
A0A6S8CWN0.1|(obsolete);,OG0000822
A0A6S8CWQ5.1|(obsolete);,OG0000207
A0A6S8CWZ4.1|(obsolete);,OG0003357
A0A6S8CX26.1|(obsolete);,OG0002629
A0A6S8CX35.1|(obsolete);,OG0006348
A0A6S8CX75.1|(obsolete);,OG0001249
A0A6S8CXJ0.1|(obsolete);,OG0000767
A0A6S8CXJ2.1|(obsolete);,OG0000671
A0A6S8CXJ7.1|(obsolete);,OG0003304
A0A6S8CXL7.1|(obsolete);,OG0000012
A0A6S8CXX7.1|(obsolete);,OG0008671
A0A6S8CXY0.1|(obsolete);,OG0001013
A0A6S8CY04.1|(obsolete);,OG0002845
A0A6S8CY60.1|(obsolete);,OG0000937
A0A6S8CYA8.1|(obsolete);,OG0000938
A0A6S8CYC1.1|(obsolete);,OG0000032
A0A6S8CYF1.1|(obsolete);,OG0000084
A0A6S8CYF9.1|(obsolete);,OG0043127
A0A6S8CYJ7.1|(obsolete);,OG0004036
A0A6S8CYQ6.1|(obsolete);,OG0083931
A0A6S8CYS1.1|(obsolete);,OG0005319
A0A6S8CYU3.1|(obsolete);,OG0000182
A0A6S8CYZ0.1|(obsolete);,OG0002365
A0A6S8CZ44.1|(obsolete);,OG0000903
A0A6S8CZ76.1|(obsolete);,OG0029187
A0A6S8CZ97.1|(obsolete);,OG0014688
A0A6S8CZB5.1|(obsolete);,OG0097480
A0A6S8CZC0.1|(obsolete);,OG0000009
A0A6S8CZK7.1|(obsolete);,OG0009898
A0A6S8CZM6.1|(obsolete);,OG0073119
A0A6S8CZP1.1|(obsolete);,OG0032631
A0A6S8CZP4.1|(obsolete);,OG0003536
A0A6S8CZS8.1|(obsolete);,OG0001957
A0A6S8D040.1|(obsolete);,OG0004971
A0A6S8D065.1|(obsolete);,OG0002153
A0A6S8D098.1|(obsolete);,OG0023469
A0A6S8D0A4.1|(obsolete);,OG0001528
A0A6S8D0G1.1|(obsolete);,OG0057425
A0A6S8D0L1.1|(obsolete);,OG0000129
A0A6S8D0L3.1|(obsolete);,OG0006554
A0A6S8D0L7.1|(obsolete);,OG0001953
A0A6S8D0N9.1|(obsolete);,OG0001200
A0A6S8D0S2.1|(obsolete);,OG0000528
A0A6S8D0T5.1|(obsolete);,OG0021179
A0A6S8D0T9.1|(obsolete);,OG0026511
A0A6S8D128.1|(obsolete);,OG0005732
A0A6S8D138.1|(obsolete);,OG0000478
A0A6S8D150.1|(obsolete);,OG0000594
A0A6S8D1D4.1|(obsolete);,OG0017309
A0A6S8D1E3.1|(obsolete);,OG0000294
A0A6S8D1S4.1|(obsolete);,OG0097799
A0A6S8D1W2.1|(obsolete);,OG0000028
A0A6S8D207.1|(obsolete);,OG0184095
A0A6S8D244.1|(obsolete);,OG0000551
A0A6S8D267.1|(obsolete);,OG0001455
A0A6S8D271.1|(obsolete);,OG0002390
A0A6S8D276.1|(obsolete);,OG0003771
A0A6S8D291.1|(obsolete);,OG0002829
A0A6S8D2A7.1|(obsolete);,OG0000432
A0A6S8D2E4.1|(obsolete);,OG0003206
A0A6S8D2G0.1|(obsolete);,OG0007332
A0A6S8D2R5.1|(obsolete);,OG0000138
A0A6S8D2V3.1|(obsolete);,OG0025416
A0A6S8D2W5.1|(obsolete);,OG0003800
A0A6S8D2W9.1|(obsolete);,OG0000504
A0A6S8D2X3.1|(obsolete);,OG0000097
A0A6S8D321.1|(obsolete);,OG0008473
A0A6S8D332.1|(obsolete);,OG0002060
A0A6S8D3C6.1|(obsolete);,OG0000695
A0A6S8D3F0.1|(obsolete);,OG0000774
A0A6S8D3F6.1|(obsolete);,OG0007684
A0A6S8D3H4.1|(obsolete);,OG0000384
A0A6S8D3H8.1|(obsolete);,OG0002063
A0A6S8D3L5.1|(obsolete);,OG0002173
A0A6S8D3N5.1|(obsolete);,OG0000012
A0A6S8D3R0.1|(obsolete);,OG0000009
A0A6S8D3U0.1|(obsolete);,OG0001215
A0A6S8D3U6.1|(obsolete);,OG0026518
A0A6S8D3V8.1|(obsolete);,OG0002197
A0A6S8D3Y0.1|(obsolete);,OG0001242
A0A6S8D3Z7.1|(obsolete);,OG0000020
A0A6S8D416.1|(obsolete);,OG0000012
A0A6S8D436.1|(obsolete);,OG0000153
A0A6S8D452.1|(obsolete);,OG0000462
A0A6S8D495.1|(obsolete);,OG0003070
A0A6S8D4A8.1|(obsolete);,OG0097572
A0A6S8D4C2.1|(obsolete);,OG0020789
A0A6S8D4D5.1|(obsolete);,OG0002525
A0A6S8D4H0.1|(obsolete);,OG0005139
A0A6S8D4M6.1|(obsolete);,OG0017472
A0A6S8D4U0.1|(obsolete);,OG0003430
A0A6S8D4Y1.1|(obsolete);,OG0002887
A0A6S8D530.1|(obsolete);,OG0004675
A0A6S8D5A2.1|(obsolete);,OG0000167
A0A6S8D5C4.1|(obsolete);,OG0003440
A0A6S8D5D6.1|(obsolete);,OG0000363
A0A6S8D5J8.1|(obsolete);,OG0025411
A0A6S8D5L0.1|(obsolete);,OG0004964
A0A6S8D5L6.1|(obsolete);,OG0010763
A0A6S8D5M3.1|(obsolete);,OG0000095
A0A6S8D5R7.1|(obsolete);,OG0000129
A0A6S8D608.1|(obsolete);,OG0002620
A0A6S8D666.1|(obsolete);,OG0005440
A0A6S8D6D1.1|(obsolete);,OG0002491
A0A6S8D6D4.1|(obsolete);,OG0000893
A0A6S8D6E4.1|(obsolete);,OG0000103
A0A6S8D6F2.1|(obsolete);,OG0002363
A0A6S8D6H6.1|(obsolete);,OG0003306
A0A6S8D6I4.1|(obsolete);,OG0003002
A0A6S8D6M2.1|(obsolete);,OG0008704
A0A6S8D6P7.1|(obsolete);,OG0001696
A0A6S8D6U4.1|(obsolete);,OG0000234
A0A6S8D6W4.1|(obsolete);,OG0001739
A0A6S8D6X8.1|(obsolete);,OG0003658
A0A6S8D6Z3.1|(obsolete);,OG0000184
A0A6S8D6Z5.1|(obsolete);,OG0003341
A0A6S8D737.1|(obsolete);,OG0000155
A0A6S8D748.1|(obsolete);,OG0001629
A0A6S8D7F5.1|(obsolete);,OG0005898
A0A6S8D7G1.1|(obsolete);,OG0005144
A0A6S8D7H6.1|(obsolete);,OG0005920
A0A6S8D7J8.1|(obsolete);,OG0000553
A0A6S8D802.1|(obsolete);,OG0001459
A0A6S8D838.1|(obsolete);,OG0002526
A0A6S8D8D0.1|(obsolete);,OG0001611
A0A6S8D8D6.1|(obsolete);,OG0002687
A0A6S8D8H7.1|(obsolete);,OG0003231
A0A6S8D8J3.1|(obsolete);,OG0000528
A0A6S8D8P1.1|(obsolete);,OG0001505
A0A6S8D8Q7.1|(obsolete);,OG0003021
A0A6S8D8U1.1|(obsolete);,OG0005245
A0A6S8D8W5.1|(obsolete);,OG0011658
A0A6S8D9B8.1|(obsolete);,OG0001744
A0A6S8D9F0.1|(obsolete);,OG0004719
A0A6S8D9M7.1|(obsolete);,OG0000030
A0A6S8D9N0.1|(obsolete);,OG0001971
A0A6S8D9Q0.1|(obsolete);,OG0003855
A0A6S8D9T1.1|(obsolete);,OG0000012
A0A6S8DA03.1|(obsolete);,OG0000586
A0A6S8DA89.1|(obsolete);,OG0003268
A0A6S8DAA3.1|(obsolete);,OG0009368
A0A6S8DAC1.1|(obsolete);,OG0001183
A0A6S8DAD5.1|(obsolete);,OG0002415
A0A6S8DAI1.1|(obsolete);,OG0004020
A0A6S8DAM6.1|(obsolete);,OG0025376
A0A6S8DAR2.1|(obsolete);,OG0000234
A0A6S8DAW0.1|(obsolete);,OG0000009
A0A6S8DAX6.1|(obsolete);,OG0002510
A0A6S8DAY0.1|(obsolete);,OG0000057
A0A6S8DAZ9.1|(obsolete);,OG0001777
A0A6S8DB09.1|(obsolete);,OG0004504
A0A6S8DB17.1|(obsolete);,OG0024354
A0A6S8DB86.1|(obsolete);,OG0005922
A0A6S8DBA1.1|(obsolete);,OG0000014
A0A6S8DBB7.1|(obsolete);,OG0057386
A0A6S8DBD5.1|(obsolete);,OG0001909
A0A6S8DBI6.1|(obsolete);,OG0000002
A0A6S8DC36.1|(obsolete);,OG0003209
A0A6S8DC68.1|(obsolete);,OG0071425
A0A6S8DC96.1|(obsolete);,OG0000217
A0A6S8DCA2.1|(obsolete);,OG0000012
A0A6S8DCF2.1|(obsolete);,OG0013489
A0A6S8DCL3.1|(obsolete);,OG0020777
A0A6S8DCM9.1|(obsolete);,OG0000528
A0A6S8DCV1.1|(obsolete);,OG0002430
A0A6S8DD86.1|(obsolete);,OG0064493
A0A6S8DDA9.1|(obsolete);,OG0001262
A0A6S8DDF4.1|(obsolete);,OG0002298
A0A6S8DDG5.1|(obsolete);,OG0002117
A0A6S8DDL0.1|(obsolete);,OG0003387
A0A6S8DDM4.1|(obsolete);,OG0001728
A0A6S8DDM5.1|(obsolete);,OG0007665
A0A6S8DDY7.1|(obsolete);,OG0001966
A0A6S8DEA2.1|(obsolete);,OG0001915
A0A6S8DEB3.1|(obsolete);,OG0003172
A0A6S8DEC5.1|(obsolete);,OG0057075
A0A6S8DEE9.1|(obsolete);,OG0000092
A0A6S8DEH6.1|(obsolete);,OG0000528
A0A6S8DEK9.1|(obsolete);,OG0001781
A0A6S8DEL0.1|(obsolete);,OG0057351
A0A6S8DEP0.1|(obsolete);,OG0001774
A0A6S8DEQ5.1|(obsolete);,OG0046955
A0A6S8DEU9.1|(obsolete);,OG0037210
A0A6S8DEW9.1|(obsolete);,OG0000467
A0A6S8DF57.1|(obsolete);,OG0002882
A0A6S8DFA4.1|(obsolete);,OG0000116
A0A6S8DFD5.1|(obsolete);,OG0097663
A0A6S8DFG1.1|(obsolete);,OG0000617
A0A6S8DFL9.1|(obsolete);,OG0001570
A0A6S8DFN4.1|(obsolete);,OG0001522
A0A6S8DFP0.1|(obsolete);,OG0022282
A0A6S8DFP8.1|(obsolete);,OG0000187
A0A6S8DFR7.1|(obsolete);,OG0000111
A0A6S8DFT6.1|(obsolete);,OG0001676
A0A6S8DFV7.1|(obsolete);,OG0012288
A0A6S8DFV9.1|(obsolete);,OG0000633
A0A6S8DG91.1|(obsolete);,OG0000830
A0A6S8DG92.1|(obsolete);,OG0026585
A0A6S8DGN0.1|(obsolete);,OG0000660
A0A6S8DGT6.1|(obsolete);,OG0011077
A0A6S8DH35.1|(obsolete);,OG0000428
A0A6S8DH39.1|(obsolete);,OG0001730
A0A6S8DH52.1|(obsolete);,OG0019967
A0A6S8DH53.1|(obsolete);,OG0001656
A0A6S8DH95.1|(obsolete);,OG0000209
A0A6S8DHA9.1|(obsolete);,OG0008925
A0A6S8DHC4.1|(obsolete);,OG0000609
A0A6S8DHE5.1|(obsolete);,OG0017015
A0A6S8DHK1.1|(obsolete);,OG0002771
A0A6S8DHM6.1|(obsolete);,OG0030746
A0A6S8DHR7.1|(obsolete);,OG0000027
A0A6S8DHS0.1|(obsolete);,OG0000027
A0A6S8DHW0.1|(obsolete);,OG0000096
A0A6S8DHW1.1|(obsolete);,OG0015032
A0A6S8DI51.1|(obsolete);,OG0000101
A0A6S8DI84.1|(obsolete);,OG0001162
A0A6S8DI96.1|(obsolete);,OG0000988
A0A6S8DIB2.1|(obsolete);,OG0057489
A0A6S8DIH6.1|(obsolete);,OG0000120
A0A6S8DIL2.1|(obsolete);,OG0002476
A0A6S8DIQ8.1|(obsolete);,OG0000000
A0A6S8DIS5.1|(obsolete);,OG0097739
A0A6S8DIY8.1|(obsolete);,OG0001813
A0A6S8DIZ4.1|(obsolete);,OG0004282
A0A6S8DJ01.1|(obsolete);,OG0000186
A0A6S8DJE5.1|(obsolete);,OG0117026
A0A6S8DJG8.1|(obsolete);,OG0000436
A0A6S8DJK5.1|(obsolete);,OG0000394
A0A6S8DJT1.1|(obsolete);,OG0002287
A0A6S8DJZ6.1|(obsolete);,OG0000392
A0A6S8DK14.1|(obsolete);,OG0003821
A0A6S8DK56.1|(obsolete);,OG0001450
A0A6S8DK88.1|(obsolete);,OG0003320
A0A6S8DKF5.1|(obsolete);,OG0000698
A0A6S8DKN1.1|(obsolete);,OG0007227
A0A6S8DKQ8.1|(obsolete);,OG0000120
A0A6S8DKR0.1|(obsolete);,OG0007227
A0A6S8DKR7.1|(obsolete);,OG0007227
A0A6S8DKU8.1|(obsolete);,OG0002474
A0A6S8DL03.1|(obsolete);,OG0000556
A0A6S8DL33.1|(obsolete);,OG0002986
A0A6S8DL43.1|(obsolete);,OG0000101
A0A6S8DL72.1|(obsolete);,OG0003047
A0A6S8DL82.1|(obsolete);,OG0000032
A0A6S8DLE8.1|(obsolete);,OG0002947
A0A6S8DLJ5.1|(obsolete);,OG0039987
A0A6S8DLK3.1|(obsolete);,OG0004601
A0A6S8DLM7.1|(obsolete);,OG0051531
A0A6S8DLQ7.1|(obsolete);,OG0057400
A0A6S8DLU8.1|(obsolete);,OG0143942
A0A6S8DLY2.1|(obsolete);,OG0000470
A0A6S8DM33.1|(obsolete);,OG0001397
A0A6S8DM36.1|(obsolete);,OG0000389
A0A6S8DM58.1|(obsolete);,OG0000138
A0A6S8DM75.1|(obsolete);,OG0001198
A0A6S8DMC9.1|(obsolete);,OG0000054
A0A6S8DMD0.1|(obsolete);,OG0000164
A0A6S8DMD4.1|(obsolete);,OG0064409
A0A6S8DMK8.1|(obsolete);,OG0003535
A0A6S8DMK9.1|(obsolete);,OG0006850
A0A6S8DMM0.1|(obsolete);,OG0000010
A0A6S8DMN7.1|(obsolete);,OG0002067
A0A6S8DMP4.1|(obsolete);,OG0064549
A0A6S8DMQ9.1|(obsolete);,OG0000101
A0A6S8DMR1.1|(obsolete);,OG0001137
A0A6S8DMS8.1|(obsolete);,OG0001084
A0A6S8DNB1.1|(obsolete);,OG0000012
A0A6S8DNJ7.1|(obsolete);,OG0000012
A0A6S8DNR1.1|(obsolete);,OG0025406
A0A6S8DNY9.1|(obsolete);,OG0000012
A0A6S8DPA8.1|(obsolete);,OG0000534
A0A6S8DPC8.1|(obsolete);,OG0000676
A0A6S8DPF0.1|(obsolete);,OG0117024
A0A6S8DPG7.1|(obsolete);,OG0013422
A0A6S8DPI3.1|(obsolete);,OG0000012
A0A6S8DPJ3.1|(obsolete);,OG0007581
A0A6S8DPJ6.1|(obsolete);,OG0051747
A0A6S8DPL2.1|(obsolete);,OG0040009
A0A6S8DPL9.1|(obsolete);,OG0000729
A0A6S8DQ05.1|(obsolete);,OG0000026
A0A6S8DQ11.1|(obsolete);,OG0116790
A0A6S8DQ19.1|(obsolete);,OG0116931
A0A6S8DQE4.1|(obsolete);,OG0000058
A0A6S8DQE8.1|(obsolete);,OG0000026
A0A6S8DQF7.1|(obsolete);,OG0001687
A0A6S8DQG1.1|(obsolete);,OG0000026
A0A6S8DQI3.1|(obsolete);,OG0001043
A0A6S8DQS1.1|(obsolete);,OG0000253
A0A6S8DQX0.1|(obsolete);,OG0001260
A0A6S8DR79.1|(obsolete);,OG0001043
A0A6S8DR85.1|(obsolete);,OG0000757
A0A6S8DR89.1|(obsolete);,OG0001894
A0A6S8DRB9.1|(obsolete);,OG0007296
A0A6S8DRI0.1|(obsolete);,OG0000026
A0A6S8DS21.1|(obsolete);,OG0002448
A0A6S8DS33.1|(obsolete);,OG0000296
A0A6S8DS45.1|(obsolete);,OG0002508
A0A6S8DS66.1|(obsolete);,OG0000020
A0A6S8DSA4.1|(obsolete);,OG0000135
A0A6S8DSA7.1|(obsolete);,OG0000000
A0A6S8DSE8.1|(obsolete);,OG0000017
A0A6S8DST5.1|(obsolete);,OG0000020
A0A6S8DSV2.1|(obsolete);,OG0002524
A0A6S8DSV6.1|(obsolete);,OG0143744
A0A6S8DSW7.1|(obsolete);,OG0001372
A0A6S8DSX8.1|(obsolete);,OG0001372
A0A6S8DT26.1|(obsolete);,OG0001073
A0A6S8DTH9.1|(obsolete);,OG0051706
A0A6S8DTL1.1|(obsolete);,OG0016555
A0A6S8DTP5.1|(obsolete);,OG0003396
A0A6S8DTV9.1|(obsolete);,OG0000479
A0A6S8DTX5.1|(obsolete);,OG0011342
A0A6S8DTY1.1|(obsolete);,OG0001372
A0A6S8DTZ0.1|(obsolete);,OG0001372
A0A6S8DTZ9.1|(obsolete);,OG0000011
A0A6S8DU25.1|(obsolete);,OG0002422
A0A6S8DU71.1|(obsolete);,OG0047038
A0A6S8DU74.1|(obsolete);,OG0023480
A0A6S8DUA1.1|(obsolete);,OG0030818
A0A6S8DUL1.1|(obsolete);,OG0001177
A0A6S8DUM3.1|(obsolete);,OG0000074
A0A6S8DUP1.1|(obsolete);,OG0000403
A0A6S8DUV8.1|(obsolete);,OG0003478
A0A6S8DUX2.1|(obsolete);,OG0001187
A0A6S8DUY8.1|(obsolete);,OG0001725
A0A6S8DUZ3.1|(obsolete);,OG0001533
A0A6S8DV16.1|(obsolete);,OG0083821
A0A6S8DV29.1|(obsolete);,OG0001812
A0A6S8DV46.1|(obsolete);,OG0001406
A0A6S8DV72.1|(obsolete);,OG0018637
A0A6S8DV77.1|(obsolete);,OG0000028
A0A6S8DVA0.1|(obsolete);,OG0002716
A0A6S8DVD4.1|(obsolete);,OG0000279
A0A6S8DVF9.1|(obsolete);,OG0002366
A0A6S8DVM9.1|(obsolete);,OG0054083
A0A6S8DVN0.1|(obsolete);,OG0001335
A0A6S8DVQ6.1|(obsolete);,OG0002383
A0A6S8DVR9.1|(obsolete);,OG0000075
A0A6S8DVS1.1|(obsolete);,OG0001056
A0A6S8DVW0.1|(obsolete);,OG0003959
