goAcc,desc
GO:0060760,positive regulation of response to cytokine stimulus
GO:0060785,regulation of apoptosis involved in tissue homeostasis
GO:0060795,cell fate commitment involved in formation of primary germ layer
GO:0060828,regulation of canonical Wnt signaling pathway
GO:0060830,ciliary receptor clustering involved in smoothened signaling pathway
GO:0060831,smoothened signaling pathway involved in dorsal/ventral neural tube patterning
GO:0060856,establishment of blood-brain barrier
GO:0060857,establishment of glial blood-brain barrier
GO:0060918,auxin transport
GO:0060972,left/right pattern formation
GO:0060976,coronary vasculature development
GO:0060990,lipid tube assembly involved in organelle fission
GO:0060996,dendritic spine development
GO:0060997,dendritic spine morphogenesis
GO:0061003,positive regulation of dendritic spine morphogenesis
GO:0061013,regulation of mRNA catabolic process
GO:0061014,positive regulation of mRNA catabolic process
GO:0061015,snRNA import into nucleus
GO:0061024,membrane organization
GO:0061025,membrane fusion
GO:0061053,somite development
GO:0061055,myotome development
GO:0061063,positive regulation of nematode larval development
GO:0061066,positive regulation of dauer larval development
GO:0061077,chaperone-mediated protein folding
GO:0061083,regulation of protein refolding
GO:0061133,endopeptidase activator activity
GO:0061136,regulation of proteasomal protein catabolic process
GO:0061157,mRNA destabilization
GO:0061178,regulation of insulin secretion involved in cellular response to glucose stimulus
GO:0061179,negative regulation of insulin secretion involved in cellular response to glucose stimulus
GO:0061186,negative regulation of silent mating-type cassette heterochromatin assembly
GO:0061188,negative regulation of ribosomal DNA heterochromatin assembly
GO:0061203,striated muscle paramyosin thick filament assembly
GO:0061245,establishment or maintenance of bipolar cell polarity
GO:0061300,cerebellum vasculature development
GO:0061316,canonical Wnt signaling pathway involved in heart development
GO:0061326,renal tubule development
GO:0061371,determination of heart left/right asymmetry
GO:0061389,regulation of direction of cell growth
GO:0061406,positive regulation of transcription from RNA polymerase II promoter in response to glucose starvation
GO:0061428,negative regulation of transcription from RNA polymerase II promoter in response to hypoxia
GO:0061430,bone trabecula morphogenesis
GO:0061458,reproductive system development
GO:0061469,regulation of type B pancreatic cell proliferation
GO:0061474,phagolysosome membrane
GO:0061484,hematopoietic stem cell homeostasis
GO:0061509,asymmetric protein localization to old mitotic spindle pole body
GO:0061512,protein localization to cilium
GO:0061513,glucose 6-phosphate:inorganic phosphate antiporter activity
GO:0061564,axon development
GO:0061575,cyclin-dependent protein serine/threonine kinase activator activity
GO:0061578,Lys63-specific deubiquitinase activity
GO:0061580,colon epithelial cell migration
GO:0061586,positive regulation of transcription by transcription factor localization
GO:0061587,transfer RNA gene-mediated silencing
GO:0061598,molybdopterin adenylyltransferase activity
GO:0061599,molybdopterin molybdotransferase activity
GO:0061604,molybdopterin-synthase sulfurtransferase activity
GO:0061608,nuclear import signal receptor activity
GO:0061615,glycolytic process through fructose-6-phosphate
GO:0061629,RNA polymerase II-specific DNA-binding transcription factor binding
GO:0061630,ubiquitin protein ligase activity
GO:0061631,ubiquitin conjugating enzyme activity
GO:0061638,CENP-A containing chromatin
GO:0061641,CENP-A containing chromatin organization
GO:0061644,protein localization to CENP-A containing chromatin
GO:0061645,endocytic patch
GO:0061647,histone H3-K9 modification
GO:0061657,UFM1 conjugating enzyme activity
GO:0061659,ubiquitin-like protein ligase activity
GO:0061665,SUMO ligase activity
GO:0061676,importin-alpha family protein binding
GO:0061687,detoxification of inorganic compound
GO:0061688,glycolytic process via Entner-Doudoroff Pathway
GO:0061690,lipoamidase activity
GO:0061708,tRNA-5-taurinomethyluridine 2-sulfurtransferase
GO:0061709,reticulophagy
GO:0061710,L-threonylcarbamoyladenylate synthase
GO:0061711,N(6)-L-threonylcarbamoyladenine synthase activity
GO:0061712,tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase
GO:0061718,glucose catabolic process to pyruvate
GO:0061723,glycophagy
GO:0061726,mitochondrion disassembly
GO:0061731,ribonucleoside-diphosphate reductase activity
GO:0061732,mitochondrial acetyl-CoA biosynthetic process from pyruvate
GO:0061734,parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization
GO:0061798,"GTP 3',8'-cyclase activity"
GO:0061799,cyclic pyranopterin monophosphate synthase activity
GO:0061815,"deubiquitinase, acting on linear ubiquitin"
GO:0061817,endoplasmic reticulum-plasma membrane tethering
GO:0061827,sperm head
GO:0061836,intranuclear rod
GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide
GO:0061851,leading edge of lamellipodium
GO:0061863,microtubule plus end polymerase
GO:0061908,phagophore
GO:0061912,selective autophagy
GO:0061915,actin fusion focus localization
GO:0061919,process utilizing autophagic mechanism
GO:0061928,glutathione specific gamma-glutamylcyclotransferase activity
GO:0061939,c-di-GMP signaling
GO:0061951,establishment of protein localization to plasma membrane
GO:0061952,midbody abscission
GO:0061957,NVT complex
GO:0061959,response to (R)-carnitine
GO:0061966,establishment of left/right asymmetry
GO:0061981,3-hydroxykynureninase activity
GO:0061982,meiosis I cell cycle process
GO:0062014,negative regulation of small molecule metabolic process
GO:0062023,collagen-containing extracellular matrix
GO:0062033,positive regulation of mitotic sister chromatid segregation
GO:0062034,L-pipecolic acid biosynthetic process
GO:0062040,fungal biofilm matrix
GO:0062046,dehydropipecolic acid reductase
GO:0062091,Ycf2/FtsHi complex
GO:0062101,peptidyl-aspartic acid 3-dioxygenase activity
GO:0062105,RNA 2'-O-methyltransferase activity
GO:0062122,histone methyltransferase activity (H3-K37 specific)
GO:0062139,camera-type eye photoreceptor cell development
GO:0062152,mRNA (cytidine-5-)-methyltransferase activity
GO:0062153,C5-methylcytidine-containing RNA binding
GO:0062159,contractile vacuole complex
GO:0062175,brexanolone catabolic process
GO:0062197,cellular response to chemical stress
GO:0062201,actin wave
GO:0065001,specification of axis polarity
GO:0065002,intracellular protein transmembrane transport
GO:0065003,protein-containing complex assembly
GO:0065004,protein-DNA complex assembly
GO:0065007,biological regulation
GO:0065008,regulation of biological quality
GO:0065009,regulation of molecular function
GO:0065010,extracellular membrane-bounded organelle
GO:0070004,cysteine-type exopeptidase activity
GO:0070006,metalloaminopeptidase activity
GO:0070012,oligopeptidase activity
GO:0070013,intracellular organelle lumen
GO:0070034,telomerase RNA binding
GO:0070037,rRNA (pseudouridine) methyltransferase activity
GO:0070039,rRNA (guanosine-2'-O-)-methyltransferase activity
GO:0070043,rRNA (guanine-N7-)-methyltransferase activity
GO:0070059,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress
GO:0070062,extracellular exosome
GO:0070063,RNA polymerase binding
GO:0070069,cytochrome complex
GO:0070072,vacuolar proton-transporting V-type ATPase complex assembly
GO:0070078,histone H3-R2 demethylation
GO:0070079,histone H4-R3 demethylation
GO:0070084,protein initiator methionine removal
GO:0070096,mitochondrial outer membrane translocase complex assembly
GO:0070121,Kupffer's vesicle development
GO:0070122,isopeptidase activity
GO:0070125,mitochondrial translational elongation
GO:0070127,tRNA aminoacylation for mitochondrial protein translation
GO:0070129,regulation of mitochondrial translation
GO:0070166,enamel mineralization
GO:0070178,D-serine metabolic process
GO:0070180,large ribosomal subunit rRNA binding
GO:0070181,small ribosomal subunit rRNA binding
GO:0070182,DNA polymerase binding
GO:0070189,kynurenine metabolic process
GO:0070192,chromosome organization involved in meiotic cell cycle
GO:0070193,synaptonemal complex organization
GO:0070199,establishment of protein localization to chromosome
GO:0070201,regulation of establishment of protein localization
GO:0070207,protein homotrimerization
GO:0070209,ASTRA complex
GO:0070262,peptidyl-serine dephosphorylation
GO:0070266,necroptotic process
GO:0070269,pyroptosis
GO:0070273,phosphatidylinositol-4-phosphate binding
GO:0070274,RES complex
GO:0070279,vitamin B6 binding
GO:0070286,axonemal dynein complex assembly
GO:0070290,N-acylphosphatidylethanolamine-specific phospholipase D activity
GO:0070293,renal absorption
GO:0070301,cellular response to hydrogen peroxide
GO:0070303,negative regulation of stress-activated protein kinase signaling cascade
GO:0070306,lens fiber cell differentiation
GO:0070325,lipoprotein particle receptor binding
GO:0070328,triglyceride homeostasis
GO:0070330,aromatase activity
GO:0070370,cellular heat acclimation
GO:0070373,negative regulation of ERK1 and ERK2 cascade
GO:0070390,transcription export complex 2
GO:0070401,"NADP+ binding"
GO:0070402,"NADPH binding"
GO:0070403,"NAD+ binding"
GO:0070407,oxidation-dependent protein catabolic process
GO:0070417,cellular response to cold
GO:0070449,elongin complex
GO:0070461,SAGA-type complex
GO:0070469,respirasome
GO:0070475,rRNA base methylation
GO:0070476,rRNA (guanine-N7)-methylation
GO:0070478,"nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay"
GO:0070481,"nuclear-transcribed mRNA catabolic process, non-stop decay"
GO:0070482,response to oxygen levels
GO:0070497,"6-carboxy-5,6,7,8-tetrahydropterin synthase activity"
GO:0070500,poly-gamma-glutamate metabolic process
GO:0070507,regulation of microtubule cytoskeleton organization
GO:0070509,calcium ion import
GO:0070525,tRNA threonylcarbamoyladenosine metabolic process
GO:0070530,K63-linked polyubiquitin modification-dependent protein binding
GO:0070534,protein K63-linked ubiquitination
GO:0070536,protein K63-linked deubiquitination
GO:0070544,histone H3-K36 demethylation
GO:0070548,L-glutamine aminotransferase activity
GO:0070550,rDNA condensation
GO:0070569,uridylyltransferase activity
GO:0070578,RISC-loading complex
GO:0070584,mitochondrion morphogenesis
GO:0070588,calcium ion transmembrane transport
GO:0070615,nucleosome-dependent ATPase activity
GO:0070626,(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity
GO:0070628,proteasome binding
GO:0070635,nicotinamide riboside hydrolase activity
GO:0070646,protein modification by small protein removal
GO:0070647,protein modification by small protein conjugation or removal
GO:0070651,nonfunctional rRNA decay
GO:0070652,HAUS complex
GO:0070676,intralumenal vesicle formation
GO:0070679,"inositol 1,4,5 trisphosphate binding"
GO:0070681,glutaminyl-tRNAGln biosynthesis via transamidation
GO:0070682,proteasome regulatory particle assembly
GO:0070685,macropinocytic cup
GO:0070687,macropinocytic cup cytoskeleton
GO:0070689,L-threonine catabolic process to propionate
GO:0070691,P-TEFb complex
GO:0070693,P-TEFb-cap methyltransferase complex
GO:0070727,cellular macromolecule localization
GO:0070732,spindle envelope
GO:0070740,tubulin-glutamic acid ligase activity
GO:0070765,gamma-secretase complex
GO:0070773,protein-N-terminal glutamine amidohydrolase activity
GO:0070778,L-aspartate transmembrane transport
GO:0070813,hydrogen sulfide metabolic process
GO:0070814,hydrogen sulfide biosynthetic process
GO:0070815,peptidyl-lysine 5-dioxygenase activity
GO:0070816,phosphorylation of RNA polymerase II C-terminal domain
GO:0070817,P-TEFb-cap methyltransferase complex localization
GO:0070828,heterochromatin organization
GO:0070829,heterochromatin maintenance
GO:0070839,metal ion export
GO:0070840,dynein complex binding
GO:0070842,aggresome assembly
GO:0070843,misfolded protein transport
GO:0070844,polyubiquitinated protein transport
GO:0070846,Hsp90 deacetylation
GO:0070847,core mediator complex
GO:0070848,response to growth factor
GO:0070863,positive regulation of protein exit from endoplasmic reticulum
GO:0070873,regulation of glycogen metabolic process
GO:0070876,SOSS complex
GO:0070885,negative regulation of calcineurin-NFAT signaling cascade
GO:0070887,cellular response to chemical stimulus
GO:0070896,positive regulation of transposon integration
GO:0070897,transcription preinitiation complex assembly
GO:0070898,RNA polymerase III preinitiation complex assembly
GO:0070900,mitochondrial tRNA modification
GO:0070903,mitochondrial tRNA thio-modification
GO:0070905,serine binding
GO:0070914,UV-damage excision repair
GO:0070925,organelle assembly
GO:0070932,histone H3 deacetylation
GO:0070933,histone H4 deacetylation
GO:0070934,CRD-mediated mRNA stabilization
GO:0070937,CRD-mediated mRNA stability complex
GO:0070938,contractile ring
GO:0070939,Dsl1/NZR complex
GO:0070940,dephosphorylation of RNA polymerase II C-terminal domain
GO:0070966,"nuclear-transcribed mRNA catabolic process, no-go decay"
GO:0070971,endoplasmic reticulum exit site
GO:0070973,protein localization to endoplasmic reticulum exit site
GO:0070979,protein K11-linked ubiquitination
GO:0070982,L-asparagine metabolic process
GO:0070985,transcription factor TFIIK complex
GO:0070987,error-free translesion synthesis
GO:0070988,demethylation
GO:0070995,"NADPH oxidation"
GO:0071004,U2-type prespliceosome
GO:0071006,U2-type catalytic step 1 spliceosome
GO:0071007,U2-type catalytic step 2 spliceosome
GO:0071011,precatalytic spliceosome
GO:0071013,catalytic step 2 spliceosome
GO:0071014,post-mRNA release spliceosomal complex
GO:0071025,RNA surveillance
GO:0071028,nuclear mRNA surveillance
GO:0071030,nuclear mRNA surveillance of spliceosomal pre-mRNA splicing
GO:0071031,nuclear mRNA surveillance of mRNA 3'-end processing
GO:0071033,nuclear retention of pre-mRNA at the site of transcription
GO:0071034,CUT catabolic process
GO:0071035,nuclear polyadenylation-dependent rRNA catabolic process
GO:0071036,nuclear polyadenylation-dependent snoRNA catabolic process
GO:0071037,nuclear polyadenylation-dependent snRNA catabolic process
GO:0071038,nuclear polyadenylation-dependent tRNA catabolic process
GO:0071039,nuclear polyadenylation-dependent CUT catabolic process
GO:0071040,nuclear polyadenylation-dependent antisense transcript catabolic process
GO:0071042,nuclear polyadenylation-dependent mRNA catabolic process
GO:0071044,histone mRNA catabolic process
GO:0071047,polyadenylation-dependent mRNA catabolic process
GO:0071048,nuclear retention of unspliced pre-mRNA at the site of transcription
GO:0071049,nuclear retention of pre-mRNA with aberrant 3'-ends at the site of transcription
GO:0071051,polyadenylation-dependent snoRNA 3'-end processing
GO:0071071,regulation of phospholipid biosynthetic process
GO:0071072,negative regulation of phospholipid biosynthetic process
GO:0071108,protein K48-linked deubiquitination
GO:0071162,CMG complex
GO:0071166,ribonucleoprotein complex localization
GO:0071168,protein localization to chromatin
GO:0071173,spindle assembly checkpoint signaling
GO:0071174,mitotic spindle checkpoint signaling
GO:0071203,WASH complex
GO:0071209,U7 snRNA binding
GO:0071214,cellular response to abiotic stimulus
GO:0071215,cellular response to abscisic acid stimulus
GO:0071218,cellular response to misfolded protein
GO:0071222,cellular response to lipopolysaccharide
GO:0071230,cellular response to amino acid stimulus
GO:0071233,cellular response to leucine
GO:0071243,cellular response to arsenic-containing substance
GO:0071248,cellular response to metal ion
GO:0071250,cellular response to nitrite
GO:0071260,cellular response to mechanical stimulus
GO:0071266,'de novo' L-methionine biosynthetic process
GO:0071276,cellular response to cadmium ion
GO:0071277,cellular response to calcium ion
GO:0071280,cellular response to copper ion
GO:0071286,cellular response to magnesium ion
GO:0071300,cellular response to retinoic acid
GO:0071310,cellular response to organic substance
GO:0071320,cellular response to cAMP
GO:0071329,cellular response to sucrose stimulus
GO:0071339,MLL1 complex
GO:0071340,skeletal muscle acetylcholine-gated channel clustering
GO:0071344,diphosphate metabolic process
GO:0071345,cellular response to cytokine stimulus
GO:0071346,cellular response to interferon-gamma
GO:0071347,cellular response to interleukin-1
GO:0071348,cellular response to interleukin-11
GO:0071353,cellular response to interleukin-4
GO:0071354,cellular response to interleukin-6
GO:0071356,cellular response to tumor necrosis factor
GO:0071360,cellular response to exogenous dsRNA
GO:0071363,cellular response to growth factor stimulus
GO:0071364,cellular response to epidermal growth factor stimulus
GO:0071370,cellular response to gibberellin stimulus
GO:0071394,cellular response to testosterone stimulus
GO:0071396,cellular response to lipid
GO:0071398,cellular response to fatty acid
GO:0071407,cellular response to organic cyclic compound
GO:0071417,cellular response to organonitrogen compound
GO:0071421,manganese ion transmembrane transport
GO:0071422,succinate transmembrane transport
GO:0071423,malate transmembrane transport
GO:0071424,rRNA (cytosine-N4-)-methyltransferase activity
GO:0071427,mRNA-containing ribonucleoprotein complex export from nucleus
GO:0071428,rRNA-containing ribonucleoprotein complex export from nucleus
GO:0071431,tRNA-containing ribonucleoprotein complex export from nucleus
GO:0071432,peptide mating pheromone maturation involved in positive regulation of conjugation with cellular fusion
GO:0071439,clathrin complex
GO:0071450,cellular response to oxygen radical
GO:0071451,cellular response to superoxide
GO:0071454,cellular response to anoxia
GO:0071455,cellular response to hyperoxia
GO:0071456,cellular response to hypoxia
GO:0071457,cellular response to ozone
GO:0071459,"protein localization to chromosome, centromeric region"
GO:0071462,cellular response to water stimulus
GO:0071466,cellular response to xenobiotic stimulus
GO:0071470,cellular response to osmotic stress
GO:0071472,cellular response to salt stress
GO:0071478,cellular response to radiation
GO:0071479,cellular response to ionizing radiation
GO:0071480,cellular response to gamma radiation
GO:0071481,cellular response to X-ray
GO:0071482,cellular response to light stimulus
GO:0071484,cellular response to light intensity
GO:0071486,cellular response to high light intensity
GO:0071492,cellular response to UV-A
GO:0071493,cellular response to UV-B
GO:0071494,cellular response to UV-C
GO:0071498,cellular response to fluid shear stress
GO:0071507,pheromone response MAPK cascade
GO:0071513,phosphopantothenoylcysteine decarboxylase complex
GO:0071528,tRNA re-export from nucleus
GO:0071532,ankyrin repeat binding
GO:0071539,protein localization to centrosome
GO:0071541,"eukaryotic translation initiation factor 3 complex, eIF3m"
GO:0071554,cell wall organization or biogenesis
GO:0071555,cell wall organization
GO:0071562,nucleus-vacuole junction assembly
GO:0071564,npBAF complex
GO:0071569,protein ufmylation
GO:0071577,zinc ion transmembrane transport
GO:0071586,CAAX-box protein processing
GO:0071595,Nem1-Spo7 phosphatase complex
GO:0071596,ubiquitin-dependent protein catabolic process via the N-end rule pathway
GO:0071600,otic vesicle morphogenesis
GO:0071628,intrinsic component of fungal-type vacuolar membrane
GO:0071629,cytoplasm protein quality control by the ubiquitin-proteasome system
GO:0071636,positive regulation of transforming growth factor beta production
GO:0071667,DNA/RNA hybrid binding
GO:0071688,striated muscle myosin thick filament assembly
GO:0071696,ectodermal placode development
GO:0071701,regulation of MAPK export from nucleus
GO:0071702,organic substance transport
GO:0071705,nitrogen compound transport
GO:0071712,ER-associated misfolded protein catabolic process
GO:0071722,detoxification of arsenic-containing substance
GO:0071782,endoplasmic reticulum tubular network
GO:0071805,potassium ion transmembrane transport
GO:0071806,protein transmembrane transport
GO:0071816,tail-anchored membrane protein insertion into ER membrane
GO:0071818,BAT3 complex
GO:0071819,DUBm complex
GO:0071821,FANCM-MHF complex
GO:0071824,protein-DNA complex subunit organization
GO:0071852,fungal-type cell wall organization or biogenesis
GO:0071872,cellular response to epinephrine stimulus
GO:0071875,adrenergic receptor signaling pathway
GO:0071885,N-terminal protein N-methyltransferase activity
GO:0071894,histone H2B conserved C-terminal lysine ubiquitination
GO:0071896,protein localization to adherens junction
GO:0071897,DNA biosynthetic process
GO:0071900,regulation of protein serine/threonine kinase activity
GO:0071902,positive regulation of protein serine/threonine kinase activity
GO:0071907,determination of digestive tract left/right asymmetry
GO:0071910,determination of liver left/right asymmetry
GO:0071918,urea transmembrane transport
GO:0071929,alpha-tubulin acetylation
GO:0071933,Arp2/3 complex binding
GO:0071940,fungal-type cell wall assembly
GO:0071941,nitrogen cycle metabolic process
GO:0071944,cell periphery
GO:0071949,FAD binding
GO:0071951,conversion of methionyl-tRNA to N-formyl-methionyl-tRNA
GO:0071957,old mitotic spindle pole body
GO:0071963,establishment or maintenance of cell polarity regulating cell shape
GO:0071985,multivesicular body sorting pathway
GO:0071987,WD40-repeat domain binding
GO:0071996,glutathione transmembrane import into vacuole
GO:0072015,glomerular visceral epithelial cell development
GO:0072019,proximal convoluted tubule development
GO:0072116,pronephros formation
GO:0072329,monocarboxylic acid catabolic process
GO:0072330,monocarboxylic acid biosynthetic process
GO:0072331,signal transduction by p53 class mediator
GO:0072337,modified amino acid transport
GO:0072341,modified amino acid binding
GO:0072344,rescue of stalled ribosome
GO:0072348,sulfur compound transport
GO:0072350,tricarboxylic acid metabolic process
GO:0072357,PTW/PP1 phosphatase complex
GO:0072359,circulatory system development
GO:0072380,TRC complex
GO:0072384,organelle transport along microtubule
GO:0072388,flavin adenine dinucleotide biosynthetic process
GO:0072402,response to DNA integrity checkpoint signaling
GO:0072423,response to DNA damage checkpoint signaling
GO:0072426,response to G2 DNA damage checkpoint signaling
GO:0072429,response to intra-S DNA damage checkpoint signaling
GO:0072487,MSL complex
GO:0072488,ammonium transmembrane transport
GO:0072503,cellular divalent inorganic cation homeostasis
GO:0072506,trivalent inorganic anion homeostasis
GO:0072518,Rho-dependent protein serine/threonine kinase activity
GO:0072521,purine-containing compound metabolic process
GO:0072522,purine-containing compound biosynthetic process
GO:0072523,purine-containing compound catabolic process
GO:0072529,pyrimidine-containing compound catabolic process
GO:0072530,purine-containing compound transmembrane transport
GO:0072542,protein phosphatase activator activity
GO:0072545,tyrosine binding
GO:0072546,EMC complex
GO:0072579,glycine receptor clustering
GO:0072583,clathrin-dependent endocytosis
GO:0072593,reactive oxygen species metabolic process
GO:0072594,establishment of protein localization to organelle
GO:0072599,establishment of protein localization to endoplasmic reticulum
GO:0072655,establishment of protein localization to mitochondrion
GO:0072657,protein localization to membrane
GO:0072659,protein localization to plasma membrane
GO:0072662,protein localization to peroxisome
GO:0072663,establishment of protein localization to peroxisome
GO:0072665,protein localization to vacuole
GO:0072666,establishment of protein localization to vacuole
GO:0072671,mitochondria-associated ubiquitin-dependent protein catabolic process
GO:0072675,osteoclast fusion
GO:0072686,mitotic spindle
GO:0072687,meiotic spindle
GO:0072697,protein localization to cell cortex
GO:0072702,response to methyl methanesulfonate
GO:0072709,cellular response to sorbitol
GO:0072711,cellular response to hydroxyurea
GO:0072718,response to cisplatin
GO:0072719,cellular response to cisplatin
GO:0072740,cellular response to anisomycin
GO:0072757,cellular response to camptothecin
GO:0075297,negative regulation of ascospore formation
GO:0075319,positive regulation of ascus development
GO:0075525,viral translational termination-reinitiation
GO:0080007,S-nitrosoglutathione reductase activity
GO:0080008,Cul4-RING E3 ubiquitin ligase complex
GO:0080009,mRNA methylation
GO:0080019,fatty-acyl-CoA reductase (alcohol-forming) activity
GO:0080022,primary root development
GO:0080025,"phosphatidylinositol-3,5-bisphosphate binding"
GO:0080030,methyl indole-3-acetate esterase activity
GO:0080048,GDP-D-glucose phosphorylase activity
GO:0080049,"L-gulono-1,4-lactone dehydrogenase activity"
GO:0080051,cutin transport
GO:0080058,protein deglutathionylation
GO:0080090,regulation of primary metabolic process
GO:0080110,sporopollenin biosynthetic process
GO:0080120,CAAX-box protein maturation
GO:0080121,AMP transport
GO:0080122,AMP transmembrane transporter activity
GO:0080129,proteasome core complex assembly
GO:0080132,fatty acid alpha-hydroxylase activity
GO:0080135,regulation of cellular response to stress
GO:0080136,priming of cellular response to stress
GO:0080141,regulation of jasmonic acid biosynthetic process
GO:0080146,L-cysteine desulfhydrase activity
GO:0080147,root hair cell development
GO:0080162,intracellular auxin transport
GO:0080167,response to karrikin
GO:0080172,petal epidermis patterning
GO:0080182,histone H3-K4 trimethylation
GO:0080186,developmental vegetative growth
GO:0086004,regulation of cardiac muscle cell contraction
GO:0086009,membrane repolarization
GO:0089701,U2AF complex
GO:0090006,regulation of linear element assembly
GO:0090022,regulation of neutrophil chemotaxis
GO:0090027,negative regulation of monocyte chemotaxis
GO:0090042,tubulin deacetylation
GO:0090043,regulation of tubulin deacetylation
GO:0090044,positive regulation of tubulin deacetylation
GO:0090045,positive regulation of deacetylase activity
GO:0090050,positive regulation of cell migration involved in sprouting angiogenesis
GO:0090053,positive regulation of pericentric heterochromatin assembly
GO:0090058,metaxylem development
GO:0090068,positive regulation of cell cycle process
GO:0090079,"translation regulator activity, nucleic acid binding"
GO:0090088,regulation of oligopeptide transport
GO:0090090,negative regulation of canonical Wnt signaling pathway
GO:0090102,cochlea development
GO:0090113,regulation of ER to Golgi vesicle-mediated transport by GTP hydrolysis
GO:0090114,COPII-coated vesicle budding
GO:0090116,C-5 methylation of cytosine
GO:0090136,epithelial cell-cell adhesion
GO:0090140,regulation of mitochondrial fission
GO:0090148,membrane fission
GO:0090150,establishment of protein localization to membrane
GO:0090151,establishment of protein localization to mitochondrial membrane
GO:0090162,establishment of epithelial cell polarity
GO:0090166,Golgi disassembly
GO:0090169,regulation of spindle assembly
GO:0090174,organelle membrane fusion
GO:0090181,regulation of cholesterol metabolic process
GO:0090201,negative regulation of release of cytochrome c from mitochondria
GO:0090232,positive regulation of spindle checkpoint
GO:0090233,negative regulation of spindle checkpoint
GO:0090235,regulation of metaphase plate congression
GO:0090262,regulation of transcription-coupled nucleotide-excision repair
GO:0090263,positive regulation of canonical Wnt signaling pathway
GO:0090299,regulation of neural crest formation
GO:0090305,nucleic acid phosphodiester bond hydrolysis
GO:0090306,spindle assembly involved in meiosis
GO:0090307,mitotic spindle assembly
GO:0090314,positive regulation of protein targeting to membrane
GO:0090315,negative regulation of protein targeting to membrane
GO:0090316,positive regulation of intracellular protein transport
GO:0090317,negative regulation of intracellular protein transport
GO:0090329,regulation of DNA-dependent DNA replication
GO:0090331,negative regulation of platelet aggregation
GO:0090332,stomatal closure
GO:0090333,regulation of stomatal closure
GO:0090339,negative regulation of formin-nucleated actin cable assembly
GO:0090351,seedling development
GO:0090378,seed trichome elongation
GO:0090382,phagosome maturation
GO:0090385,phagosome-lysosome fusion
GO:0090395,plant cell papilla
GO:0090406,pollen tube
GO:0090407,organophosphate biosynthetic process
GO:0090410,malonate catabolic process
GO:0090443,FAR/SIN/STRIPAK complex
GO:0090471,"9,15,9'-tri-cis-zeta-carotene isomerase activity"
GO:0090481,pyrimidine nucleotide-sugar transmembrane transport
GO:0090482,vitamin transmembrane transporter activity
GO:0090494,dopamine uptake
GO:0090501,RNA phosphodiester bond hydrolysis
GO:0090502,"RNA phosphodiester bond hydrolysis, endonucleolytic"
GO:0090503,"RNA phosphodiester bond hydrolysis, exonucleolytic"
GO:0090520,sphingolipid mediated signaling pathway
GO:0090522,vesicle tethering involved in exocytosis
GO:0090543,Flemming body
GO:0090549,response to carbon starvation
GO:0090554,phosphatidylcholine floppase activity
GO:0090556,phosphatidylserine floppase activity
GO:0090560,2-(3-amino-3-carboxypropyl)histidine synthase activity
GO:0090575,RNA polymerase II transcription regulator complex
GO:0090597,nematode male tail mating organ morphogenesis
GO:0090611,ubiquitin-independent protein catabolic process via the multivesicular body sorting pathway
GO:0090630,activation of GTPase activity
GO:0090651,apical cytoplasm
GO:0090660,cerebrospinal fluid circulation
GO:0090661,box H/ACA telomerase RNP complex
GO:0090702,non-reproductive fruiting body development
GO:0090726,cortical dynamic polarity patch
GO:0090729,toxin activity
GO:0090730,Las1 complex
GO:0090735,DNA repair complex assembly
GO:0097009,energy homeostasis
GO:0097010,eukaryotic translation initiation factor 4F complex assembly
GO:0097014,ciliary plasm
GO:0097027,ubiquitin-protein transferase activator activity
GO:0097038,perinuclear endoplasmic reticulum
GO:0097046,replication fork progression beyond termination site
GO:0097047,DNA replication termination region
GO:0097052,L-kynurenine metabolic process
GO:0097053,L-kynurenine catabolic process
GO:0097054,L-glutamate biosynthetic process
GO:0097056,selenocysteinyl-tRNA(Sec) biosynthetic process
GO:0097060,synaptic membrane
GO:0097061,dendritic spine organization
GO:0097064,ncRNA export from nucleus
GO:0097065,anterior head development
GO:0097078,FAL1-SGD1 complex
GO:0097089,methyl-branched fatty acid metabolic process
GO:0097110,scaffold protein binding
GO:0097112,gamma-aminobutyric acid receptor clustering
GO:0097120,receptor localization to synapse
GO:0097157,pre-mRNA intronic binding
GO:0097159,organic cyclic compound binding
GO:0097176,epoxide metabolic process
GO:0097178,ruffle assembly
GO:0097186,amelogenesis
GO:0097188,dentin mineralization
GO:0097193,intrinsic apoptotic signaling pathway
GO:0097203,phagocytic cup lip
GO:0097208,alveolar lamellar body
GO:0097225,sperm midpiece
GO:0097228,sperm principal piece
GO:0097243,flavonoid binding
GO:0097255,R2TP complex
GO:0097268,cytoophidium
GO:0097271,protein localization to bud neck
GO:0097272,ammonium homeostasis
GO:0097306,cellular response to alcohol
GO:0097354,prenylation
GO:0097361,CIA complex
GO:0097363,protein O-GlcNAc transferase activity
GO:0097367,carbohydrate derivative binding
GO:0097373,MCM core complex
GO:0097384,cellular lipid biosynthetic process
