MMETSP_ID,JGI_ID,Percent_Identity,Annotations
GBG27980.1,82196,88.2,GBG27980.1 Cell division control protein 16 [Hondaea fermentalgiana]
GBG30631.1,8219,22.6,GBG30631.1 F-box/WD repeat-containing protein sel-10 [Hondaea fermentalgiana]
GBG23820.1,821,32,GBG23820.1 Hypothetical Protein FCC1311_000402 [Hondaea fermentalgiana]
GBG30161.1,82200,74.1,GBG30161.1 Hypothetical Protein FCC1311_063812 [Hondaea fermentalgiana]
GBG25171.1,82212,91.6,GBG25171.1 DNA-directed RNA polymerase subunit beta [Hondaea fermentalgiana]
GBG35148.1,82213,48.6,"GBG35148.1 Protein kinase, putative, partial [Hondaea fermentalgiana]"
GBG30631.1,8222,22.4,GBG30631.1 F-box/WD repeat-containing protein sel-10 [Hondaea fermentalgiana]
GBG32389.1,82247,65.6,GBG32389.1 Facilitated glucose transporter-like [Hondaea fermentalgiana]
GBG27743.1,82252,62.4,GBG27743.1 Mitochondrial dicarboxylate/tricarboxylate transporter DTC [Hondaea fermentalgiana]
GBG33788.1,8225,45,GBG33788.1 rRNA-processing protein EFG1 [Hondaea fermentalgiana]
GBG31312.1,82272,76.6,GBG31312.1 O-phosphoseryl-tRNASec selenium transferase [Hondaea fermentalgiana]
GBG31343.1,82287,78.2,GBG31343.1 Choline/ethanolaminephosphotransferase 1 [Hondaea fermentalgiana]
GBG34009.1,82288,67,GBG34009.1 Phospholipid-transporting ATPase [Hondaea fermentalgiana]
GBG32352.1,82299,74.6,GBG32352.1 WD repeat-containing protein 19 [Hondaea fermentalgiana]
GBG31306.1,82352,63.3,"GBG31306.1 Rho guanine nucleotide exchange factor, putative [Hondaea fermentalgiana]"
GBG31358.1,82361,78.7,GBG31358.1 Calponin-1 [Hondaea fermentalgiana]
GBG27872.1,82379,57.6,GBG27872.1 ABC efflux transporter ATP-binding protein [Hondaea fermentalgiana]
GBG33794.1,8238,58.8,GBG33794.1 Hypothetical Protein FCC1311_100172 [Hondaea fermentalgiana]
GBG23820.1,823,30.2,GBG23820.1 Hypothetical Protein FCC1311_000402 [Hondaea fermentalgiana]
GBG31629.1,82440,56.8,"GBG31629.1 Protein kinase, putative [Hondaea fermentalgiana]"
GBG33795.1,8244,70.3,GBG33795.1 Hypothetical Protein FCC1311_100182 [Hondaea fermentalgiana]
GBG31344.1,82457,73.2,GBG31344.1 RUN and FYVE domain-containing protein 2 [Hondaea fermentalgiana]
GBG31629.1,82463,58.6,"GBG31629.1 Protein kinase, putative [Hondaea fermentalgiana]"
GBG32353.1,82464,49.2,GBG32353.1 Phosphatidylinositol 4-phosphate 5-kinase 1 [Hondaea fermentalgiana]
GBG34007.1,82473,84.1,GBG34007.1 Tetratricopeptide repeat protein 8 [Hondaea fermentalgiana]
GBG32384.1,82474,76.9,GBG32384.1 Cytochrome b-c1 complex subunit 9 [Hondaea fermentalgiana]
GBG25181.1,82476,87,"GBG25181.1 Protein kinase, putative [Hondaea fermentalgiana]"
GBG24454.1,82478,89,GBG24454.1 Guanylate kinase [Hondaea fermentalgiana]
GBG24464.1,82497,86.3,GBG24464.1 Ankyrin repeat domain-containing protein 1 [Hondaea fermentalgiana]
GBG31629.1,82514,44.4,"GBG31629.1 Protein kinase, putative [Hondaea fermentalgiana]"
GBG32361.1,82521,72.6,GBG32361.1 Sterol 3-beta-glucosyltransferase [Hondaea fermentalgiana]
GBG32361.1,82555,53.9,GBG32361.1 Sterol 3-beta-glucosyltransferase [Hondaea fermentalgiana]
GBG34920.1,82560,97.2,GBG34920.1 Actin [Hondaea fermentalgiana]
GBG34013.1,82570,62,GBG34013.1 Transcription elongation factor A protein 1 [Hondaea fermentalgiana]
GBG31336.1,82606,75.3,GBG31336.1 ABC transporter B family member 25 [Hondaea fermentalgiana]
GBG32396.1,82620,83,GBG32396.1 Acyl-CoA dehydrogenase family member 11 [Hondaea fermentalgiana]
GBG35148.1,82636,55.7,"GBG35148.1 Protein kinase, putative, partial [Hondaea fermentalgiana]"
OWM76469.1,82654,49.4,OWM76469.1 hypothetical protein CDL15_Pgr005433 [Punica granatum]
GBG25174.1,82658,78.3,GBG25174.1 DIS3-like exonuclease 1 [Hondaea fermentalgiana]
GBG25167.1,82668,92.6,GBG25167.1 Clustered mitochondria protein-like [Hondaea fermentalgiana]
GBG32394.1,82669,73.8,GBG32394.1 Sulfate transporter [Hondaea fermentalgiana]
GBG34023.1,82670,65.5,GBG34023.1 L-galactose dehydrogenase [Hondaea fermentalgiana]
GBG31322.1,82678,67.3,GBG31322.1 Eukaryotic translation initiation factor 1A [Hondaea fermentalgiana]
GBG33807.1,8267,35.7,GBG33807.1 Hypothetical Protein FCC1311_100302 [Hondaea fermentalgiana]
GBG32220.1,82683,81.2,GBG32220.1 Twinfilin [Hondaea fermentalgiana]
GBG30467.1,82692,72.6,GBG30467.1 Bardet-Biedl syndrome 1 protein-like [Hondaea fermentalgiana]
GBG32295.1,82698,44.7,GBG32295.1 N-acetylglucosamine-1-phosphotransferase subunits alpha/beta [Hondaea fermentalgiana]
GBG30427.1,82704,85.2,GBG30427.1 Calmodulin [Hondaea fermentalgiana]
GBG30459.1,82713,78.6,GBG30459.1 Kinesin-like protein KIF12 [Hondaea fermentalgiana]
GBG34685.1,82725,83.5,GBG34685.1 60S ribosomal protein L4 [Hondaea fermentalgiana]
GBG30479.1,82739,87.5,GBG30479.1 Guanine nucleotide-binding protein subunit beta-2-like 1 [Hondaea fermentalgiana]
GBG32301.1,82753,93,GBG32301.1 Carbamoyl-phosphate synthase small chain [Hondaea fermentalgiana]
GBG27950.1,82756,82.1,GBG27950.1 COP9 signalosome complex subunit 4 [Hondaea fermentalgiana]
GBG33820.1,8277,48.5,GBG33820.1 Anthrax toxin receptor 2 [Hondaea fermentalgiana]
GBG33821.1,8278,55.5,GBG33821.1 Hypothetical Protein FCC1311_100442 [Hondaea fermentalgiana]
GBG30910.1,82796,92.8,GBG30910.1 Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma [Hondaea fermentalgiana]
GBG27944.1,82807,58.9,GBG27944.1 Carbohydrate deacetylase [Hondaea fermentalgiana]
GBG32299.1,82859,66.7,GBG32299.1 Iduronate 2-sulfatase [Hondaea fermentalgiana]
GBG33651.1,82888,73.7,GBG33651.1 E3 ubiquitin-protein ligase RSP5 [Hondaea fermentalgiana]
GBG23820.1,828,31.3,GBG23820.1 Hypothetical Protein FCC1311_000402 [Hondaea fermentalgiana]
GBG33654.1,82904,63.6,GBG33654.1 P2X receptor D [Hondaea fermentalgiana]
GBG30452.1,82919,71.8,"GBG30452.1 Kinesin, putative [Hondaea fermentalgiana]"
GBG30395.1,82931,62.6,GBG30395.1 SPX domain-containing membrane protein At4g11810 [Hondaea fermentalgiana]
GBG34271.1,82949,86.8,GBG34271.1 Adenylosuccinate synthetase [Hondaea fermentalgiana]
GBG30018.1,82957,71.3,GBG30018.1 Cinnamyl alcohol dehydrogenase 8 [Hondaea fermentalgiana]
GBG32221.1,82978,89.4,GBG32221.1 Adenosine 3'-phospho 5'-phosphosulfate transporter 2 [Hondaea fermentalgiana]
GBG34270.1,83025,51.8,GBG34270.1 Sperm flagellar protein 1 [Hondaea fermentalgiana]
GBG30434.1,83039,88.7,GBG30434.1 Glutamate dehydrogenase [Hondaea fermentalgiana]
GBG30401.1,83041,53.9,GBG30401.1 cAMP-dependent protein kinase regulatory subunit [Hondaea fermentalgiana]
GBG34246.1,83043,74.1,GBG34246.1 Potassium voltage-gated channel protein eag [Hondaea fermentalgiana]
GBG30481.1,83049,86.2,GBG30481.1 Peptidyl-prolyl cis-trans isomerase [Hondaea fermentalgiana]
GBG32217.1,83054,67.4,GBG32217.1 Folylpolyglutamate synthase [Hondaea fermentalgiana]
TDH65831.1,83060,34.8,TDH65831.1 hypothetical protein CCR75_002057 [Bremia lactucae]
GBG27944.1,83075,45.9,GBG27944.1 Carbohydrate deacetylase [Hondaea fermentalgiana]
GBG32291.1,83118,79,GBG32291.1 Pro-apoptotic serine protease nma111 [Hondaea fermentalgiana]
GBG34234.1,83142,85.4,"GBG34234.1 Sulfate adenylyltransferase, putative [Hondaea fermentalgiana]"
GBG30018.1,83143,58.8,GBG30018.1 Cinnamyl alcohol dehydrogenase 8 [Hondaea fermentalgiana]
GBG30399.1,83165,90.7,"GBG30399.1 39S ribosomal protein L12, mitochondrial [Hondaea fermentalgiana]"
GBG30483.1,83175,82,GBG30483.1 Protein ENHANCED DISEASE RESISTANCE 2 [Hondaea fermentalgiana]
GBG32225.1,83177,61.7,GBG32225.1 Protein phosphatase family protein [Hondaea fermentalgiana]
GBG23973.1,83179,80.4,GBG23973.1 Dynein light chain roadblock-type 1 [Hondaea fermentalgiana]
GBG33114.1,83198,69.8,GBG33114.1 25S rRNA uridine-N3-methyltransferase [Hondaea fermentalgiana]
GBG24208.1,8321,50.9,GBG24208.1 Choline transporter-like protein 4 [Hondaea fermentalgiana]
GBG34045.1,83228,57.4,GBG34045.1 UBX domain-containing protein 6 [Hondaea fermentalgiana]
GBG25145.1,83237,91,GBG25145.1 T-complex protein 1 subunit zeta [Hondaea fermentalgiana]
GBG33102.1,83239,67.9,GBG33102.1 Sodium/calcium exchanger 1 [Hondaea fermentalgiana]
GBG32792.1,83242,52.6,GBG32792.1 Hypothetical Protein FCC1311_090172 [Hondaea fermentalgiana]
GBG33120.1,83259,68,GBG33120.1 ATP-dependent RNA helicase [Hondaea fermentalgiana]
GBG32197.1,83274,87.4,GBG32197.1 60S acidic ribosomal protein P0 [Hondaea fermentalgiana]
GBG33116.1,83276,84.9,GBG33116.1 Importin subunit alpha [Hondaea fermentalgiana]
GBG31426.1,83278,62.8,GBG31426.1 TBC1 domain family member 22A [Hondaea fermentalgiana]
GBG34671.1,8327,56.5,GBG34671.1 TPR repeat-containing protein DDB_G0287407 [Hondaea fermentalgiana]
GBG32782.1,83284,44.6,"GBG32782.1 Protein kinase, putative [Hondaea fermentalgiana]"
GBG27436.1,8330,53,"GBG27436.1 Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase [Hondaea fermentalgiana]"
GBG33137.1,83316,60.2,GBG33137.1 PCI domain-containing protein 2-like [Hondaea fermentalgiana]
GBG27437.1,8331,63.9,"GBG27437.1 Lipase, putative [Hondaea fermentalgiana]"
GBG33121.1,83323,88.2,"GBG33121.1 Dynein heavy chain 5, axonemal [Hondaea fermentalgiana]"
GBG31409.1,83357,70.5,GBG31409.1 ADP-ribosylation factor [Hondaea fermentalgiana]
GBG33105.1,83370,59.8,GBG33105.1 Ankyrin repeat domain-containing protein 50 [Hondaea fermentalgiana]
GBG27441.1,8338,61.9,GBG27441.1 Guanine nucleotide-binding protein subunit alpha [Hondaea fermentalgiana]
GBG33439.1,83394,87.9,GBG33439.1 Peptidyl-prolyl cis-trans isomerase [Hondaea fermentalgiana]
GBG25143.1,83400,70.1,GBG25143.1 Alcohol dehydrogenase 1 [Hondaea fermentalgiana]
GAX93750.1,83407,76,"GAX93750.1 Hypothetical protein PINS_001661, partial [Pythium insidiosum]"
GBG31427.1,83414,87.2,"GBG31427.1 Malate synthase, glyoxysomal [Hondaea fermentalgiana]"
GBG31431.1,83442,80.3,GBG31431.1 CBL-interacting protein kinase 23 [Hondaea fermentalgiana]
GBG26093.1,83467,58.5,"GBG26093.1 Glucose dehydrogenase FAD, quinone [Hondaea fermentalgiana]"
GBG34061.1,83484,73.4,GBG34061.1 Nuclear distribution protein PAC1-1 [Hondaea fermentalgiana]
APC60433.1,83486,100,"APC60433.1 fatty acid synthase, partial [Aurantiochytrium limacinum]"
GBG31411.1,83493,91.2,GBG31411.1 1-acyl-sn-glycerol-3-phosphate acyltransferase 3 [Hondaea fermentalgiana]
TFJ84394.1,83496,42.3,TFJ84394.1 hypothetical protein NSK_004379 [Nannochloropsis salina CCMP1776]
EWM28655.1,83496,42.3,EWM28655.1 unidentified vitellogenin-linked transcript family member (uvt-5) [Nannochloropsis gaditana]
GBG27450.1,8349,61.1,GBG27450.1 Hypothetical Protein FCC1311_036712 [Hondaea fermentalgiana]
GBG26097.1,83501,70.7,GBG26097.1 Guanylate-binding protein 1 [Hondaea fermentalgiana]
GBG33127.1,83507,93.3,GBG33127.1 60S ribosome subunit biosis protein NIP7-like [Hondaea fermentalgiana]
GBG26079.1,83519,74.8,GBG26079.1 Transmembrane protein 87A [Hondaea fermentalgiana]
GBG32209.1,83527,58.8,GBG32209.1 Cullin-1 [Hondaea fermentalgiana]
GBG25146.1,83530,98.7,GBG25146.1 Cyclin-U4-1 [Hondaea fermentalgiana]
GBG32803.1,83567,75.9,GBG32803.1 Synaptic vesicle glycoprotein 2B [Hondaea fermentalgiana]
GBG27115.1,8356,76.5,GBG27115.1 Nematode resistance protein-like HSPRO2 [Hondaea fermentalgiana]
GBG31403.1,83581,87.1,GBG31403.1 Acetyl-coenzyme A synthetase [Hondaea fermentalgiana]
GBG31231.1,8359,35.7,GBG31231.1 Tubulin-folding cofactor B [Hondaea fermentalgiana]
GBG33430.1,83600,88,GBG33430.1 Transmembrane protein 64 [Hondaea fermentalgiana]
GBG31425.1,83618,74.1,GBG31425.1 MKI67 FHA domain-interacting nucleolar phosphoprotein-like [Hondaea fermentalgiana]
GBG31236.1,8363,72.9,GBG31236.1 Hypothetical Protein FCC1311_074572 [Hondaea fermentalgiana]
GBG31234.1,8365,59.9,"GBG31234.1 Glutamine cyclotransferase, putative [Hondaea fermentalgiana]"
GBG30539.1,83660,82.8,GBG30539.1 Plasma membrane ATPase [Hondaea fermentalgiana]
GBG32763.1,83673,63.6,GBG32763.1 Hypothetical Protein FCC1311_089882 [Hondaea fermentalgiana]
GBG31238.1,8367,45.2,GBG31238.1 LIM domain-containing protein 1 [Hondaea fermentalgiana]
GBG33036.1,83685,76.4,GBG33036.1 Ubiquitin carboxyl-terminal hydrolase MINDY-3 [Hondaea fermentalgiana]
GBG26901.1,83693,84.6,GBG26901.1 MOB kinase activator 1A [Hondaea fermentalgiana]
GBG26851.1,83694,55.7,"GBG26851.1 Protein kinase, putative [Hondaea fermentalgiana]"
GBG33039.1,83711,58.7,GBG33039.1 Solute carrier family 12 member 2 [Hondaea fermentalgiana]
GBG33977.1,83714,51.5,GBG33977.1 Structural maintenance of chromosomes protein 5 [Hondaea fermentalgiana]
GBG34875.1,83718,60.4,GBG34875.1 G8 domain-containing protein DDB_G0286897 [Hondaea fermentalgiana]
GBG24665.1,83719,62.1,GBG24665.1 Voltage-dependent L-type calcium channel subunit alpha-1S [Hondaea fermentalgiana]
GBG32745.1,83730,60,GBG32745.1 Nuclear distribution protein PAC1-1 [Hondaea fermentalgiana]
GBG26921.1,83752,95.9,GBG26921.1 Tubby protein [Hondaea fermentalgiana]
GBG32770.1,83758,42.6,GBG32770.1 Apoptosis-inducing factor 2 [Hondaea fermentalgiana]
GBG34394.1,83779,40.1,"GBG34394.1 Kinesin light chain 3, partial [Hondaea fermentalgiana]"
GBG24661.1,83784,86,GBG24661.1 Mitochondrial carrier protein [Hondaea fermentalgiana]
GBG31245.1,8379,40.9,GBG31245.1 Hypothetical Protein FCC1311_074662 [Hondaea fermentalgiana]
GBG31246.1,8380,35.7,GBG31246.1 Hypothetical Protein FCC1311_074672 [Hondaea fermentalgiana]
GBG31247.1,8381,62.9,"GBG31247.1 Rho GTPase activating protein, putative [Hondaea fermentalgiana]"
GBG27421.1,83834,66.6,GBG27421.1 ABC transporter B family member 11 [Hondaea fermentalgiana]
GBG26883.1,83875,71,"GBG26883.1 Mannosyl-oligosaccharide alpha-1,2-mannosidase [Hondaea fermentalgiana]"
GBG31253.1,8387,69.7,"GBG31253.1 Dihydroxy-acid dehydratase, chloroplastic [Hondaea fermentalgiana]"
GBG24657.1,83894,53.8,GBG24657.1 Hybrid signal transduction histidine kinase K [Hondaea fermentalgiana]
GBG26897.1,83914,95.2,GBG26897.1 Transcription factor MYB3R-4 [Hondaea fermentalgiana]
GBG32778.1,83916,72.8,GBG32778.1 DNA cross-link repair 1A protein [Hondaea fermentalgiana]
GBG30548.1,83930,70.7,GBG30548.1 ATP-dependent S-NADPH-hydrate dehydratase [Hondaea fermentalgiana]
GBG33970.1,83949,71.4,GBG33970.1 Clusterin-associated protein 1-like [Hondaea fermentalgiana]
CEM03322.1,83954,49.5,CEM03322.1 unnamed protein product [Vitrella brassicaformis CCMP3155]
GBG33985.1,83958,61.2,GBG33985.1 Phosphatidylinositol 4-phosphate 5-kinase 1 [Hondaea fermentalgiana]
GBG32754.1,83960,69.5,GBG32754.1 Sulfotransferase 1C3 [Hondaea fermentalgiana]
GBG32741.1,83966,65.3,GBG32741.1 Peptidyl-prolyl cis-trans isomerase FKBP62 [Hondaea fermentalgiana]
GBG31263.1,8399,70,GBG31263.1 Protein MAK16-like [Hondaea fermentalgiana]
GBG32770.1,84004,47.3,GBG32770.1 Apoptosis-inducing factor 2 [Hondaea fermentalgiana]
GBG32762.1,84008,53.1,GBG32762.1 Kelch domain-containing protein 3 [Hondaea fermentalgiana]
GBG32768.1,84019,59.6,GBG32768.1 Hypothetical Protein FCC1311_089932 [Hondaea fermentalgiana]
GBG26914.1,84022,74.3,GBG26914.1 Regulator of microtubule dynamics protein 1 [Hondaea fermentalgiana]
GBG31266.1,8402,38.1,GBG31266.1 Hypothetical Protein FCC1311_074872 [Hondaea fermentalgiana]
GBG34883.1,84052,63.4,GBG34883.1 Dynein regulatory complex subunit 7 [Hondaea fermentalgiana]
GBG25875.1,84056,53.9,GBG25875.1 Mitoferrin [Hondaea fermentalgiana]
GBG29960.1,84074,72.2,GBG29960.1 Transmembrane protein 231 [Hondaea fermentalgiana]
GBG29911.1,84085,55.2,GBG29911.1 Hypothetical Protein FCC1311_061312 [Hondaea fermentalgiana]
GBG29958.1,84099,82.6,GBG29958.1 Serine/threonine-protein kinase ATG1a [Hondaea fermentalgiana]
GBG34629.1,84118,77.5,GBG34629.1 Hypothetical Protein FCC1311_108512 [Hondaea fermentalgiana]
GBG35228.1,84121,62.1,"GBG35228.1 Subtilisin-like protease 8, partial [Hondaea fermentalgiana]"
GBG34665.1,84138,45.1,"GBG34665.1 Hypothetical Protein FCC1311_108872, partial [Hondaea fermentalgiana]"
GBG25919.1,84139,84.3,GBG25919.1 ABC transporter G family member 24 [Hondaea fermentalgiana]
GBG29968.1,84143,85.3,"GBG29968.1 Protein kinase, putative [Hondaea fermentalgiana]"
GBG25894.1,84148,86.4,GBG25894.1 Phosphatidate cytidylyltransferase [Hondaea fermentalgiana]
GBG29950.1,84164,83.8,GBG29950.1 Guanine nucleotide-binding protein subunit alpha [Hondaea fermentalgiana]
GBG28294.1,841,67.3,GBG28294.1 Hypothetical Protein FCC1311_045172 [Hondaea fermentalgiana]
GBG34344.1,84200,78.9,GBG34344.1 Myosin-6 [Hondaea fermentalgiana]
GBG25887.1,84209,81,"GBG25887.1 Protein kinase, putative [Hondaea fermentalgiana]"
GBG29966.1,84213,70.7,GBG29966.1 Mitochondrial fission process protein 1 [Hondaea fermentalgiana]
XP_003566732.1,8421,30.9,"XP_003566732.1 phosphatidylinositol 3-kinase, root isoform [Brachypodium distachyon]"
GBG25914.1,84266,88.5,GBG25914.1 Calmodulin [Hondaea fermentalgiana]
GBG25855.1,84268,70.1,GBG25855.1 Ankyrin-1 [Hondaea fermentalgiana]
GBG29911.1,84271,44.1,GBG29911.1 Hypothetical Protein FCC1311_061312 [Hondaea fermentalgiana]
GBG25862.1,84316,91.2,"GBG25862.1 Protein kinase, putative [Hondaea fermentalgiana]"
GBG35228.1,84334,50.8,"GBG35228.1 Subtilisin-like protease 8, partial [Hondaea fermentalgiana]"
GBG29951.1,84347,87,GBG29951.1 Mitochondrial GTP/GDP carrier protein 1 [Hondaea fermentalgiana]
GBG29942.1,84352,61.9,GBG29942.1 UV excision repair protein RAD23-like [Hondaea fermentalgiana]
GBG29975.1,84355,80.2,GBG29975.1 COX assembly mitochondrial protein 2 [Hondaea fermentalgiana]
GBG24791.1,8436,65.1,GBG24791.1 Hypothetical Protein FCC1311_010092 [Hondaea fermentalgiana]
QNR09258.1,84371,98.5,QNR09258.1 diacylglycerol acyltransferase [Aurantiochytrium sp.]
GBG25849.1,84388,78,GBG25849.1 E3 ubiquitin-protein ligase HERC2 [Hondaea fermentalgiana]
GBG29980.1,84403,78.1,"GBG29980.1 Protein kinase, putative [Hondaea fermentalgiana]"
GBG24795.1,8441,75.8,GBG24795.1 Histidinol dehydrogenase [Hondaea fermentalgiana]
GBG30007.1,84422,49.9,GBG30007.1 TBC1 domain family member 12 [Hondaea fermentalgiana]
TMW68622.1,84442,36.1,TMW68622.1 hypothetical protein Poli38472_006090 [Pythium oligandrum]
GBG27617.1,84443,81.5,GBG27617.1 Cytochrome P450 4V2 [Hondaea fermentalgiana]
GBG27354.1,84448,83.8,GBG27354.1 BEACH domain-containing protein C2 [Hondaea fermentalgiana]
GBG30002.1,84460,56.4,GBG30002.1 ATP-dependent RNA helicase DHX29 [Hondaea fermentalgiana]
KXZ45516.1,84477,48.8,KXZ45516.1 hypothetical protein GPECTOR_53g102 [Gonium pectorale]
GBG24804.1,8447,42.2,GBG24804.1 Protein Jade-1 [Hondaea fermentalgiana]
GBG33537.1,84482,54.7,GBG33537.1 ATPase GET3 [Hondaea fermentalgiana]
GBG27598.1,84488,96.3,GBG27598.1 Transcription factor MYB3R-4 [Hondaea fermentalgiana]
GBG27601.1,84496,67.4,GBG27601.1 Heat shock factor-binding protein 1 [Hondaea fermentalgiana]
GBG31136.1,84511,68.9,GBG31136.1 Presenilin [Hondaea fermentalgiana]
GBG27637.1,84529,60.3,GBG27637.1 DNA mismatch repair protein MSH5 [Hondaea fermentalgiana]
GBG33544.1,84539,80.7,GBG33544.1 Guanine nucleotide-binding protein subunit alpha [Hondaea fermentalgiana]
GBG30009.1,84570,72.7,"GBG30009.1 Protein kinase, putative [Hondaea fermentalgiana]"
CCJ31599.1,84578,53,CCJ31599.1 putative endoplasmic reticulum calcium ATPase [Rhizophagus intraradices]
GBG24810.1,8457,34.2,GBG24810.1 Hypothetical Protein FCC1311_010282 [Hondaea fermentalgiana]
GBG27606.1,84586,66.7,"GBG27606.1 Rho GTPase activating protein, putative [Hondaea fermentalgiana]"
GBG28744.1,8458,54.2,GBG28744.1 Hypothetical Protein FCC1311_049652 [Hondaea fermentalgiana]
GBG27351.1,84590,59.5,"GBG27351.1 Tenascin, partial [Hondaea fermentalgiana]"
GBG31137.1,84591,52.5,GBG31137.1 Ankyrin repeat and protein kinase domain-containing protein 1 [Hondaea fermentalgiana]
GBG30002.1,84601,70.8,GBG30002.1 ATP-dependent RNA helicase DHX29 [Hondaea fermentalgiana]
GBG31131.1,84609,59,GBG31131.1 Ubiquitin carboxyl-terminal hydrolase 48 [Hondaea fermentalgiana]
GBG31118.1,84618,76.4,GBG31118.1 Flap endonuclease 1 [Hondaea fermentalgiana]
GBG31131.1,84626,64.8,GBG31131.1 Ubiquitin carboxyl-terminal hydrolase 48 [Hondaea fermentalgiana]
GBG35028.1,84665,89.9,GBG35028.1 Phosphoenolpyruvate carboxykinase ATP [Hondaea fermentalgiana]
CBJ32765.1,84671,36.5,CBJ32765.1 conserved unknown protein [Ectocarpus siliculosus]
GBG26970.1,84702,76.9,GBG26970.1 Mitochondrial folate transporter/carrier [Hondaea fermentalgiana]
GBG26954.1,84708,63.4,GBG26954.1 Protein N-terminal amidase [Hondaea fermentalgiana]
GBG26940.1,84716,88.5,GBG26940.1 von Willebrand factor A domain-containing protein 8 [Hondaea fermentalgiana]
GBG33613.1,84732,80.9,"GBG33613.1 Protein kinase, putative [Hondaea fermentalgiana]"
GBG26939.1,84737,90,GBG26939.1 WD-repeat protein [Hondaea fermentalgiana]
GBG26955.1,84738,80.4,GBG26955.1 BBSome-interacting protein 1 [Hondaea fermentalgiana]
GBG26952.1,84743,52,GBG26952.1 DNA annealing helicase and endonuclease ZRANB3 [Hondaea fermentalgiana]
GBG26943.1,84744,67.7,GBG26943.1 Myosin-12 [Hondaea fermentalgiana]
GBG28743.1,8477,28.5,GBG28743.1 Hypothetical Protein FCC1311_049642 [Hondaea fermentalgiana]
GBG33596.1,84784,84.6,GBG33596.1 Costars family protein ABRACL [Hondaea fermentalgiana]
GBG28741.1,8478,49.4,"GBG28741.1 Inositol polyphosphate-5-phosphatase, putative [Hondaea fermentalgiana]"
GBG33609.1,84798,49.6,GBG33609.1 Hypothetical Protein FCC1311_098322 [Hondaea fermentalgiana]
GBG33600.1,84804,54.6,GBG33600.1 Hypothetical Protein FCC1311_098232 [Hondaea fermentalgiana]
GBG33646.1,84805,80.4,GBG33646.1 IQ and ubiquitin-like domain-containing protein [Hondaea fermentalgiana]
GBG28740.1,8480,69.7,GBG28740.1 RCC1 and BTB domain-containing protein 1 [Hondaea fermentalgiana]
GBG34981.1,84825,71.5,"GBG34981.1 Myosin-13, partial [Hondaea fermentalgiana]"
GBG26966.1,84829,65.3,GBG26966.1 GPI mannosyltransferase 1 [Hondaea fermentalgiana]
GBG30165.1,84838,71.9,GBG30165.1 Serine/threonine-protein kinase ssp1 [Hondaea fermentalgiana]
GBG33627.1,84845,88,GBG33627.1 Hypothetical Protein FCC1311_098502 [Hondaea fermentalgiana]
GBG34827.1,84863,49,"GBG34827.1 Protein kinase, putative [Hondaea fermentalgiana]"
GBG34844.1,84882,72,GBG34844.1 SH3 domain-containing kinase-binding protein 1 [Hondaea fermentalgiana]
GBG34841.1,84912,68.7,GBG34841.1 5'-3' exoribonuclease 2 [Hondaea fermentalgiana]
GBG33731.1,84930,77.3,GBG33731.1 Hypothetical Protein FCC1311_099542 [Hondaea fermentalgiana]
GBG33410.1,84951,67.2,GBG33410.1 Ankyrin repeat domain-containing protein 27 [Hondaea fermentalgiana]
GBG34835.1,84952,50.9,GBG34835.1 Hypothetical Protein FCC1311_110572 [Hondaea fermentalgiana]
GBG32160.1,84972,60.8,"GBG32160.1 Dual specificity protein phosphatase, putative [Hondaea fermentalgiana]"
GBG32125.1,84975,57,"GBG32125.1 Dynein intermediate chain 1, axonemal [Hondaea fermentalgiana]"
GBG32141.1,84986,76,GBG32141.1 Protein phosphatase 1F [Hondaea fermentalgiana]
GBG28725.1,8498,47.4,GBG28725.1 Metal tolerance protein 9 [Hondaea fermentalgiana]
GBG33400.1,84990,60.8,GBG33400.1 Hypothetical Protein FCC1311_096232 [Hondaea fermentalgiana]
GBG32167.1,84991,85.5,GBG32167.1 Cyclic nucleotide-gated cation channel [Hondaea fermentalgiana]
GBG32123.1,85002,78.2,GBG32123.1 Cytochrome b-c1 complex subunit 8 [Hondaea fermentalgiana]
GBG32142.1,85005,85.5,GBG32142.1 Transmembrane protein 138 [Hondaea fermentalgiana]
GBG28725.1,8500,52.7,GBG28725.1 Metal tolerance protein 9 [Hondaea fermentalgiana]
GBG30736.1,85028,57.3,GBG30736.1 Ubiquitin carboxyl-terminal hydrolase 24 [Hondaea fermentalgiana]
GBG23829.1,85037,76,GBG23829.1 RasGEF domain-containing serine/threonine-protein kinase X [Hondaea fermentalgiana]
GBG28723.1,8503,30.4,GBG28723.1 TPR repeat-containing protein yrrB [Hondaea fermentalgiana]
GBG23813.1,85053,92.4,GBG23813.1 Fumarate hydratase class I [Hondaea fermentalgiana]
GBG23864.1,85058,76.8,GBG23864.1 Pre-mRNA-splicing factor CWC24 [Hondaea fermentalgiana]
GBG23832.1,85064,74.2,GBG23832.1 Ubiquitin carboxyl-terminal hydrolase 24 [Hondaea fermentalgiana]
GBG23834.1,85076,66.4,GBG23834.1 Calpain [Hondaea fermentalgiana]
GBG23892.1,85092,79.9,GBG23892.1 Hypothetical Protein FCC1311_001112 [Hondaea fermentalgiana]
