From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (ordered locus)	Gene Names (ORF)	Gene Names (primary)	Gene Names (synonym)
GBG35003.1	A0A2R5H1P1	unreviewed	A0A2R5H1P1_9STRA	NLPC_P60 domain-containing protein	FCC1311_112252	Hondaea fermentalgiana	395		FCC1311_112252		
GBG35005.1	A0A2R5GWP8	unreviewed	A0A2R5GWP8_9STRA	NACHT, LRR and PYD domains-containing protein 1	FCC1311_112272	Hondaea fermentalgiana	856		FCC1311_112272		
GBG35006.1	A0A2R5GVY7	unreviewed	A0A2R5GVY7_9STRA	Leucine-rich repeat-containing protein 1	FCC1311_112282	Hondaea fermentalgiana	224		FCC1311_112282		
GBG35008.1	A0A2R5GYW2	unreviewed	A0A2R5GYW2_9STRA	Rad60-SLD_2 domain-containing protein	FCC1311_112302	Hondaea fermentalgiana	128		FCC1311_112302		
GBG35007.1	A0A2R5GW01	unreviewed	A0A2R5GW01_9STRA	COBW domain-containing protein 1	FCC1311_112292	Hondaea fermentalgiana	608		FCC1311_112292		
GBG35013.1	A0A2R5H1Q0	unreviewed	A0A2R5H1Q0_9STRA	Ras guanine nucleotide exchange factor, putative	FCC1311_112352	Hondaea fermentalgiana	1099		FCC1311_112352		
GBG35012.1	A0A2R5GVZ5	unreviewed	A0A2R5GVZ5_9STRA	Thymidine kinase (EC 2.7.1.21)	FCC1311_112342	Hondaea fermentalgiana	284		FCC1311_112342		
GBG35011.1	A0A2R5H2E9	unreviewed	A0A2R5H2E9_9STRA	Pleckstrin-likey domain-containing family D member 1	FCC1311_112332	Hondaea fermentalgiana	296		FCC1311_112332		
GBG35010.1	A0A2R5GVZ3	unreviewed	A0A2R5GVZ3_9STRA	homogentisate 1,2-dioxygenase (EC 1.13.11.5)	FCC1311_112322	Hondaea fermentalgiana	483		FCC1311_112322		
GBG35009.1	A0A2R5GXF2	unreviewed	A0A2R5GXF2_9STRA	BTB/POZ domain-containing protein KCTD6	FCC1311_112312	Hondaea fermentalgiana	234		FCC1311_112312		
GBG35015.1	A0A2R5GWQ9	unreviewed	A0A2R5GWQ9_9STRA	SANT domain-containing protein	FCC1311_112382	Hondaea fermentalgiana	212		FCC1311_112382		
GBG35014.1	A0A2R5H3L8	unreviewed	A0A2R5H3L8_9STRA	Glycerol-3-phosphate cytidylyltransferase	FCC1311_102811	Hondaea fermentalgiana	173		FCC1311_102811		
GBG35016.1	A0A2R5GW02	unreviewed	A0A2R5GW02_9STRA	Secreted protein	FCC1311_112392	Hondaea fermentalgiana	450		FCC1311_112392		
GBG35019.1	A0A2R5GXG4	unreviewed	A0A2R5GXG4_9STRA	Sodium-dependent phosphate transport protein 2B	FCC1311_112422	Hondaea fermentalgiana	159		FCC1311_112422		
GBG35018.1	A0A2R5GYX2	unreviewed	A0A2R5GYX2_9STRA	Protein KRI1-like	FCC1311_112412	Hondaea fermentalgiana	791		FCC1311_112412		
GBG35017.1	A0A2R5GW11	unreviewed	A0A2R5GW11_9STRA	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase	FCC1311_112402	Hondaea fermentalgiana	487		FCC1311_112402		
GBG35023.1	A0A2R5H1R1	unreviewed	A0A2R5H1R1_9STRA	2-methylene-furan-3-one reductase	FCC1311_112462	Hondaea fermentalgiana	358		FCC1311_112462		
GBG35022.1	A0A2R5GW04	unreviewed	A0A2R5GW04_9STRA	Apple domain-containing protein	FCC1311_112452	Hondaea fermentalgiana	1155		FCC1311_112452		
GBG35021.1	A0A2R5H2F7	unreviewed	A0A2R5H2F7_9STRA	Uncharacterized protein	FCC1311_112442	Hondaea fermentalgiana	126		FCC1311_112442		
GBG35020.1	A0A2R5GW05	unreviewed	A0A2R5GW05_9STRA	Por_Secre_tail domain-containing protein	FCC1311_112432	Hondaea fermentalgiana	743		FCC1311_112432		
GBG35026.1	A0A2R5GW12	unreviewed	A0A2R5GW12_9STRA	Ribonucleoside-diphosphate reductase small subunit	FCC1311_112492	Hondaea fermentalgiana	327		FCC1311_112492		
GBG35025.1	A0A2R5GWR9	unreviewed	A0A2R5GWR9_9STRA	CBM21 domain-containing protein	FCC1311_112482	Hondaea fermentalgiana	141		FCC1311_112482		
GBG35024.1	A0A2R5H3M6	unreviewed	A0A2R5H3M6_9STRA	Protein TANC1	FCC1311_112472	Hondaea fermentalgiana	760		FCC1311_112472		
GBG35030.1	A0A2R5GW17	unreviewed	A0A2R5GW17_9STRA	KIX_2 domain-containing protein	FCC1311_112532	Hondaea fermentalgiana	340		FCC1311_112532		
GBG35029.1	A0A2R5GXH3	unreviewed	A0A2R5GXH3_9STRA	Disease resistance protein RPP5	FCC1311_112522	Hondaea fermentalgiana	795		FCC1311_112522		
GBG35028.1	A0A2R5GYY3	unreviewed	A0A2R5GYY3_9STRA	phosphoenolpyruvate carboxykinase (ATP) (EC 4.1.1.49)	FCC1311_112512	Hondaea fermentalgiana	563		FCC1311_112512		
GBG35027.1	A0A2R5GW21	unreviewed	A0A2R5GW21_9STRA	Integrase	FCC1311_112502	Hondaea fermentalgiana	82		FCC1311_112502		
GBG35032.1	A0A2R5GW14	unreviewed	A0A2R5GW14_9STRA	Peptidase M11	FCC1311_112552	Hondaea fermentalgiana	490		FCC1311_112552		
GBG35031.1	A0A2R5H2G5	unreviewed	A0A2R5H2G5_9STRA	Uncharacterized protein	FCC1311_112542	Hondaea fermentalgiana	139		FCC1311_112542		
GBG35036.1	A0A2R5GW20	unreviewed	A0A2R5GW20_9STRA	subtilisin (EC 3.4.21.62)	FCC1311_112592	Hondaea fermentalgiana	237		FCC1311_112592		
GBG35035.1	A0A2R5GWS9	unreviewed	A0A2R5GWS9_9STRA	DNA helicase	FCC1311_112582	Hondaea fermentalgiana	278		FCC1311_112582		
GBG35034.1	A0A2R5H3N7	unreviewed	A0A2R5H3N7_9STRA	DNA-directed RNA polymerase (EC 2.7.7.6)	FCC1311_112572	Hondaea fermentalgiana	448		FCC1311_112572		
GBG35033.1	A0A2R5H1S1	unreviewed	A0A2R5H1S1_9STRA	Fibronectin type-III domain-containing protein	FCC1311_112562	Hondaea fermentalgiana	582		FCC1311_112562		
GBG35038.1	A0A2R5GYZ2	unreviewed	A0A2R5GYZ2_9STRA	ANK_REP_REGION domain-containing protein	FCC1311_112612	Hondaea fermentalgiana	660		FCC1311_112612		
GBG35037.1	A0A2R5GW31	unreviewed	A0A2R5GW31_9STRA	Uncharacterized protein	FCC1311_112602	Hondaea fermentalgiana	376		FCC1311_112602		
GBG35039.1	A0A2R5GXI2	unreviewed	A0A2R5GXI2_9STRA	Protein kinase, putative	FCC1311_112622	Hondaea fermentalgiana	1001		FCC1311_112622		
GBG35042.1	A0A2R5GW24	unreviewed	A0A2R5GW24_9STRA	Tryptophan synthase alpha chain	FCC1311_112652	Hondaea fermentalgiana	132		FCC1311_112652		
GBG35041.1	A0A2R5H2H2	unreviewed	A0A2R5H2H2_9STRA	Chromo domain-containing protein	FCC1311_112642	Hondaea fermentalgiana	317		FCC1311_112642		
GBG35040.1	A0A2R5GW27	unreviewed	A0A2R5GW27_9STRA	SNF2_N domain-containing protein	FCC1311_112632	Hondaea fermentalgiana	385		FCC1311_112632		
GBG35046.1	A0A2R5GW33	unreviewed	A0A2R5GW33_9STRA	BHLH domain-containing protein	FCC1311_112692	Hondaea fermentalgiana	494		FCC1311_112692		
GBG35045.1	A0A2R5GWT8	unreviewed	A0A2R5GWT8_9STRA	SWIM-type domain-containing protein	FCC1311_112682	Hondaea fermentalgiana	874		FCC1311_112682		
GBG35044.1	A0A2R5H3P5	unreviewed	A0A2R5H3P5_9STRA	Mediator of RNA polymerase II transcription subunit 18	FCC1311_112672	Hondaea fermentalgiana	272		FCC1311_112672		
GBG35043.1	A0A2R5H1T1	unreviewed	A0A2R5H1T1_9STRA	Protein N-terminal and lysine N-methyltransferase EFM7	FCC1311_112662	Hondaea fermentalgiana	247		FCC1311_112662		
GBG35048.1	A0A2R5GZ02	unreviewed	A0A2R5GZ02_9STRA	ANK_REP_REGION domain-containing protein	FCC1311_112712	Hondaea fermentalgiana	737		FCC1311_112712		
GBG35047.1	A0A2R5GW39	unreviewed	A0A2R5GW39_9STRA	DUF221-domain-containing protein	FCC1311_112702	Hondaea fermentalgiana	1347		FCC1311_112702		
GBG35050.1	A0A2R5GW41	unreviewed	A0A2R5GW41_9STRA	Rho GTPase activating protein, putative	FCC1311_112732	Hondaea fermentalgiana	374		FCC1311_112732		
GBG35049.1	A0A2R5GXJ5	unreviewed	A0A2R5GXJ5_9STRA	Lactamase-like protein nscB	FCC1311_112722	Hondaea fermentalgiana	327		FCC1311_112722		
GBG35052.1	A0A2R5GW38	unreviewed	A0A2R5GW38_9STRA	Ankyrin repeat protein, putative	FCC1311_112752	Hondaea fermentalgiana	434		FCC1311_112752		
GBG35051.1	A0A2R5H2I2	unreviewed	A0A2R5H2I2_9STRA	Bromodomain adjacent to zinc finger domain protein 2B	FCC1311_112742	Hondaea fermentalgiana	860		FCC1311_112742		
GBG35053.1	A0A2R5H1U6	unreviewed	A0A2R5H1U6_9STRA	Tocopherol cyclase, chloroplastic	FCC1311_112762	Hondaea fermentalgiana	419		FCC1311_112762		
GBG35056.1	A0A2R5GW46	unreviewed	A0A2R5GW46_9STRA	Transposase	FCC1311_112792	Hondaea fermentalgiana	124		FCC1311_112792		
GBG35055.1	A0A2R5GWV2	unreviewed	A0A2R5GWV2_9STRA	Protein kinase, putative	FCC1311_112782	Hondaea fermentalgiana	387		FCC1311_112782		
GBG35054.1	A0A2R5H3Q7	unreviewed	A0A2R5H3Q7_9STRA	Hormonally up-regulated neu tumor-associated kinase	FCC1311_112772	Hondaea fermentalgiana	502		FCC1311_112772		
GBG35059.1	A0A2R5GXK7	unreviewed	A0A2R5GXK7_9STRA	Signal peptide, CUB and EGF-like domain-containing protein 1	FCC1311_112822	Hondaea fermentalgiana	1298		FCC1311_112822		
GBG35058.1	A0A2R5GZ14	unreviewed	A0A2R5GZ14_9STRA	EGF-like domain-containing protein	FCC1311_112812	Hondaea fermentalgiana	556		FCC1311_112812		
GBG35057.1	A0A2R5GW53	unreviewed	A0A2R5GW53_9STRA	TRP domain-containing protein	FCC1311_112802	Hondaea fermentalgiana	702		FCC1311_112802		
GBG35062.1	A0A2R5GW47	unreviewed	A0A2R5GW47_9STRA	Exocyst complex component Sec8	FCC1311_112852	Hondaea fermentalgiana	173		FCC1311_112852		
GBG35061.1	A0A2R5H2J8	unreviewed	A0A2R5H2J8_9STRA	Ribonucleoside-diphosphate reductase small subunit	FCC1311_112842	Hondaea fermentalgiana	327		FCC1311_112842		
GBG35060.1	A0A2R5GW55	unreviewed	A0A2R5GW55_9STRA	ANK_REP_REGION domain-containing protein	FCC1311_112832	Hondaea fermentalgiana	201		FCC1311_112832		
GBG35065.1	A0A2R5GWW2	unreviewed	A0A2R5GWW2_9STRA	Kinesin light chain	FCC1311_112882	Hondaea fermentalgiana	98		FCC1311_112882		
GBG35064.1	A0A2R5H3R7	unreviewed	A0A2R5H3R7_9STRA	DUF551 domain-containing protein	FCC1311_112872	Hondaea fermentalgiana	124		FCC1311_112872		
GBG35063.1	A0A2R5H1V6	unreviewed	A0A2R5H1V6_9STRA	Rho-associated protein kinase 2	FCC1311_112862	Hondaea fermentalgiana	263		FCC1311_112862		
GBG35066.1	A0A2R5GW54	unreviewed	A0A2R5GW54_9STRA	Cyclic nucleotide-binding domain-containing protein	FCC1311_112892	Hondaea fermentalgiana	1425		FCC1311_112892		
GBG35067.1	A0A2R5GW62	unreviewed	A0A2R5GW62_9STRA	Ankyrin repeat domain-containing protein 17	FCC1311_112902	Hondaea fermentalgiana	1097		FCC1311_112902		
GBG35069.1	A0A2R5GXL8	unreviewed	A0A2R5GXL8_9STRA	MFS domain-containing protein	FCC1311_112922	Hondaea fermentalgiana	474		FCC1311_112922		
GBG35068.1	A0A2R5GZ24	unreviewed	A0A2R5GZ24_9STRA	Bromo domain-containing protein	FCC1311_112912	Hondaea fermentalgiana	962		FCC1311_112912		
GBG35071.1	A0A2R5H2K7	unreviewed	A0A2R5H2K7_9STRA	Nucleoside diphosphate-linked moiety X motif 8	FCC1311_112942	Hondaea fermentalgiana	477		FCC1311_112942		
GBG35070.1	A0A2R5GW66	unreviewed	A0A2R5GW66_9STRA	uroporphyrinogen-III synthase (EC 4.2.1.75) (Hydroxymethylbilane hydrolyase [cyclizing]) (Uroporphyrinogen-III cosynthase)	FCC1311_112932	Hondaea fermentalgiana	319		FCC1311_112932		
GBG35072.1	A0A2R5GW57	unreviewed	A0A2R5GW57_9STRA	RING-type domain-containing protein	FCC1311_112952	Hondaea fermentalgiana	714		FCC1311_112952		
GBG35074.1	A0A2R5H3S5	unreviewed	A0A2R5H3S5_9STRA	Cysteine desulfurase, mitochondrial	FCC1311_112972	Hondaea fermentalgiana	638		FCC1311_112972		
GBG35073.1	A0A2R5H1W3	unreviewed	A0A2R5H1W3_9STRA	Transporter	FCC1311_112962	Hondaea fermentalgiana	56		FCC1311_112962		
GBG35077.1	A0A2R5GW72	unreviewed	A0A2R5GW72_9STRA	Metallophosphoesterase MPPED2	FCC1311_113002	Hondaea fermentalgiana	131		FCC1311_113002		
GBG35076.1	A0A2R5GW65	unreviewed	A0A2R5GW65_9STRA	Protein kinase domain-containing protein	FCC1311_112992	Hondaea fermentalgiana	413		FCC1311_112992		
GBG35075.1	A0A2R5GWX0	unreviewed	A0A2R5GWX0_9STRA	Kinesin light chain	FCC1311_112982	Hondaea fermentalgiana	480		FCC1311_112982		
GBG35080.1	A0A2R5GW74	unreviewed	A0A2R5GW74_9STRA	Copper-containing nitrite reductase	FCC1311_113032	Hondaea fermentalgiana	77		FCC1311_113032		
GBG35079.1	A0A2R5GXM8	unreviewed	A0A2R5GXM8_9STRA	Calmodulin	FCC1311_113022	Hondaea fermentalgiana	412		FCC1311_113022		
GBG35078.1	A0A2R5GZ31	unreviewed	A0A2R5GZ31_9STRA	Telomere repeat-binding protein 2	FCC1311_113012	Hondaea fermentalgiana	702		FCC1311_113012		
GBG35081.1	A0A2R5H2L4	unreviewed	A0A2R5H2L4_9STRA	Nucleotide-binding oligomerization domain-containing protein 2	FCC1311_113042	Hondaea fermentalgiana	240		FCC1311_113042		
GBG35082.1	A0A2R5GW67	unreviewed	A0A2R5GW67_9STRA	Guanine nucleotide-binding protein subunit beta-like protein	FCC1311_113052	Hondaea fermentalgiana	450		FCC1311_113052		
GBG35083.1	A0A2R5H1X3	unreviewed	A0A2R5H1X3_9STRA	Leucine-rich repeat-containing protein 69	FCC1311_113062	Hondaea fermentalgiana	198		FCC1311_113062		
GBG35084.1	A0A2R5H3T2	unreviewed	A0A2R5H3T2_9STRA	DNA helicase (EC 3.6.4.12)	FCC1311_113072	Hondaea fermentalgiana	702		FCC1311_113072		
GBG35085.1	A0A2R5GWY2	unreviewed	A0A2R5GWY2_9STRA	WD repeat-containing protein pop2	FCC1311_113082	Hondaea fermentalgiana	1025		FCC1311_113082		
GBG35086.1	A0A2R5GW75	unreviewed	A0A2R5GW75_9STRA	Transposon TyH3 Gag-Pol polyprotein	FCC1311_113092	Hondaea fermentalgiana	943		FCC1311_113092		
GBG35087.1	A0A2R5GW86	unreviewed	A0A2R5GW86_9STRA	Autotransporter domain-containing protein	FCC1311_113102	Hondaea fermentalgiana	1432		FCC1311_113102		
GBG35088.1	A0A2R5GZ38	unreviewed	A0A2R5GZ38_9STRA	Ankyrin repeat protein	FCC1311_113112	Hondaea fermentalgiana	749		FCC1311_113112		
GBG35089.1	A0A2R5GXN8	unreviewed	A0A2R5GXN8_9STRA	TIR domain-containing protein	FCC1311_113122	Hondaea fermentalgiana	869		FCC1311_113122		
GBG35091.1	A0A2R5H2M3	unreviewed	A0A2R5H2M3_9STRA	Protein TSSC4	FCC1311_113142	Hondaea fermentalgiana	242		FCC1311_113142		
GBG35090.1	A0A2R5GW79	unreviewed	A0A2R5GW79_9STRA	BTB domain-containing protein	FCC1311_113132	Hondaea fermentalgiana	566		FCC1311_113132		
GBG35094.1	A0A2R5H3T9	unreviewed	A0A2R5H3T9_9STRA	TIR domain-containing protein	FCC1311_113172	Hondaea fermentalgiana	149		FCC1311_113172		
GBG35093.1	A0A2R5H1X9	unreviewed	A0A2R5H1X9_9STRA	Protein kinase domain-containing protein	FCC1311_113162	Hondaea fermentalgiana	459		FCC1311_113162		
GBG35092.1	A0A2R5GW84	unreviewed	A0A2R5GW84_9STRA	DUF3421 domain-containing protein	FCC1311_113152	Hondaea fermentalgiana	314		FCC1311_113152		
GBG35095.1	A0A2R5GWZ2	unreviewed	A0A2R5GWZ2_9STRA	Inter-alpha-trypsin inhibitor heavy chain H2	FCC1311_113182	Hondaea fermentalgiana	644		FCC1311_113182		
GBG35096.1	A0A2R5GW78	unreviewed	A0A2R5GW78_9STRA	Pentatricopeptide repeat-containing protein	FCC1311_113192	Hondaea fermentalgiana	242		FCC1311_113192		
GBG35097.1	A0A2R5GW96	unreviewed	A0A2R5GW96_9STRA	NLR family CARD domain-containing protein 3	FCC1311_113202	Hondaea fermentalgiana	750		FCC1311_113202		
GBG35098.1	A0A2R5GZ49	unreviewed	A0A2R5GZ49_9STRA	Apple domain-containing protein	FCC1311_113212	Hondaea fermentalgiana	431		FCC1311_113212		
GBG35100.1	A0A2R5GW89	unreviewed	A0A2R5GW89_9STRA	Protein kinase, putative	FCC1311_113232	Hondaea fermentalgiana	339		FCC1311_113232		
GBG35099.1	A0A2R5GXP8	unreviewed	A0A2R5GXP8_9STRA	Metalloendopeptidase (EC 3.4.24.-)	FCC1311_113222	Hondaea fermentalgiana	274		FCC1311_113222		
GBG35102.1	A0A2R5GW95	unreviewed	A0A2R5GW95_9STRA	Protein kinase, putative	FCC1311_113252	Hondaea fermentalgiana	991		FCC1311_113252		
GBG35101.1	A0A2R5H2N2	unreviewed	A0A2R5H2N2_9STRA	Fibronectin type 3 and ankyrin repeat domains protein 1	FCC1311_113242	Hondaea fermentalgiana	525		FCC1311_113242		
GBG35104.1	A0A2R5H3U7	unreviewed	A0A2R5H3U7_9STRA	Protein kinase domain-containing protein	FCC1311_113272	Hondaea fermentalgiana	516		FCC1311_113272		
GBG35103.1	A0A2R5H1Y7	unreviewed	A0A2R5H1Y7_9STRA	SSU ribosomal protein S11p (S14e)	FCC1311_113262	Hondaea fermentalgiana	105		FCC1311_113262		
GBG35105.1	A0A2R5GX01	unreviewed	A0A2R5GX01_9STRA	GREB1-like protein	FCC1311_113282	Hondaea fermentalgiana	701		FCC1311_113282		
GBG35107.1	A0A2R5GWA6	unreviewed	A0A2R5GWA6_9STRA	G_PROTEIN_RECEP_F1_2 domain-containing protein	FCC1311_113302	Hondaea fermentalgiana	445		FCC1311_113302		
GBG35106.1	A0A2R5GW88	unreviewed	A0A2R5GW88_9STRA	SH3b domain-containing protein	FCC1311_113292	Hondaea fermentalgiana	297		FCC1311_113292		
GBG35108.1	A0A2R5GZ57	unreviewed	A0A2R5GZ57_9STRA	TIR domain-containing protein	FCC1311_113312	Hondaea fermentalgiana	144		FCC1311_113312		
GBG35110.1	A0A2R5GW98	unreviewed	A0A2R5GW98_9STRA	GREB1-like protein	FCC1311_113332	Hondaea fermentalgiana	1099		FCC1311_113332		
GBG35109.1	A0A2R5GXQ8	unreviewed	A0A2R5GXQ8_9STRA	TIR domain-containing protein	FCC1311_113322	Hondaea fermentalgiana	994		FCC1311_113322		
GBG35111.1	A0A2R5H2P2	unreviewed	A0A2R5H2P2_9STRA	AP2/ERF domain-containing protein	FCC1311_113342	Hondaea fermentalgiana	281		FCC1311_113342		
GBG35112.1	A0A2R5GWA5	unreviewed	A0A2R5GWA5_9STRA	Ankyrin repeat domain-containing protein 50	FCC1311_113352	Hondaea fermentalgiana	910		FCC1311_113352		
GBG35113.1	A0A2R5H1Z8	unreviewed	A0A2R5H1Z8_9STRA	Ankyrin repeat domain-containing protein 50	FCC1311_113362	Hondaea fermentalgiana	846		FCC1311_113362		
GBG35114.1	A0A2R5H3V2	unreviewed	A0A2R5H3V2_9STRA	Coiled-coil domain-containing protein 190	FCC1311_113372	Hondaea fermentalgiana	211		FCC1311_113372		
GBG35115.1	A0A2R5GX10	unreviewed	A0A2R5GX10_9STRA	G8 domain-containing protein DDB_G0286897	FCC1311_113382	Hondaea fermentalgiana	1097		FCC1311_113382		
GBG35116.1	A0A2R5GW99	unreviewed	A0A2R5GW99_9STRA	Nucleotide-binding oligomerization domain-containing protein 2	FCC1311_113392	Hondaea fermentalgiana	135		FCC1311_113392		
GBG35117.1	A0A2R5GWB4	unreviewed	A0A2R5GWB4_9STRA	Ankyrin repeat domain-containing protein 1	FCC1311_113402	Hondaea fermentalgiana	229		FCC1311_113402		
GBG35118.1	A0A2R5GZ69	unreviewed	A0A2R5GZ69_9STRA	GREB1-like protein	FCC1311_113412	Hondaea fermentalgiana	615		FCC1311_113412		
GBG35119.1	A0A2R5GXR9	unreviewed	A0A2R5GXR9_9STRA	Ankyrin repeat domain-containing protein 34B	FCC1311_113422	Hondaea fermentalgiana	326		FCC1311_113422		
GBG35120.1	A0A2R5GWA9	unreviewed	A0A2R5GWA9_9STRA	Laminin EGF-like domain-containing protein	FCC1311_113432	Hondaea fermentalgiana	332		FCC1311_113432		
GBG35121.1	A0A2R5H2Q0	unreviewed	A0A2R5H2Q0_9STRA	Archipelago	FCC1311_113442	Hondaea fermentalgiana	235		FCC1311_113442		
GBG35124.1	A0A2R5H3W1	unreviewed	A0A2R5H3W1_9STRA	YqaJ domain-containing protein	FCC1311_113472	Hondaea fermentalgiana	341		FCC1311_113472		
GBG35123.1	A0A2R5H207	unreviewed	A0A2R5H207_9STRA	Hormonally up-regulated neu tumor-associated kinase	FCC1311_113462	Hondaea fermentalgiana	240		FCC1311_113462		
GBG35122.1	A0A2R5GWB5	unreviewed	A0A2R5GWB5_9STRA	Uncharacterized protein	FCC1311_113452	Hondaea fermentalgiana	54		FCC1311_113452		
GBG35125.1	A0A2R5GX18	unreviewed	A0A2R5GX18_9STRA	EGF-like domain-containing protein	FCC1311_113482	Hondaea fermentalgiana	455		FCC1311_113482		
GBG35127.1	A0A2R5GWC3	unreviewed	A0A2R5GWC3_9STRA	MFS_1_like domain-containing protein	FCC1311_113502	Hondaea fermentalgiana	399		FCC1311_113502		
GBG35126.1	A0A2R5GWB2	unreviewed	A0A2R5GWB2_9STRA	Secreted protein	FCC1311_113492	Hondaea fermentalgiana	130		FCC1311_113492		
GBG35128.1	A0A2R5GZ78	unreviewed	A0A2R5GZ78_9STRA	Guanine nucleotide-binding protein subunit beta-2-like 1	FCC1311_113512	Hondaea fermentalgiana	979		FCC1311_113512		
GBG35129.1	A0A2R5GXS9	unreviewed	A0A2R5GXS9_9STRA	tRNA-guanosine(34) queuine transglycosylase (EC 2.4.2.64)	FCC1311_113522	Hondaea fermentalgiana	370		FCC1311_113522		
GBG35130.1	A0A2R5GWC1	unreviewed	A0A2R5GWC1_9STRA	Protein kinase, putative	FCC1311_113532	Hondaea fermentalgiana	509		FCC1311_113532		
GBG35131.1	A0A2R5H2R0	unreviewed	A0A2R5H2R0_9STRA	Fibroblast growth factor receptor 1	FCC1311_113542	Hondaea fermentalgiana	676		FCC1311_113542		
GBG35132.1	A0A2R5GWC5	unreviewed	A0A2R5GWC5_9STRA	Vegetative incompatibility protein HET-E-1	FCC1311_113552	Hondaea fermentalgiana	580		FCC1311_113552		
GBG35133.1	A0A2R5H214	unreviewed	A0A2R5H214_9STRA	ANK_REP_REGION domain-containing protein	FCC1311_113562	Hondaea fermentalgiana	182		FCC1311_113562		
GBG35134.1	A0A2R5H3W9	unreviewed	A0A2R5H3W9_9STRA	Ankyrin repeat and EF-hand domain-containing protein 1	FCC1311_113572	Hondaea fermentalgiana	269		FCC1311_113572		
GBG35136.1	A0A2R5GWC0	unreviewed	A0A2R5GWC0_9STRA	Expressed conserved protein	FCC1311_113592	Hondaea fermentalgiana	270		FCC1311_113592		
GBG35135.1	A0A2R5GX28	unreviewed	A0A2R5GX28_9STRA	DUF659 domain-containing protein	FCC1311_113582	Hondaea fermentalgiana	320		FCC1311_113582		
GBG35137.1	A0A2R5GWD1	unreviewed	A0A2R5GWD1_9STRA	Lissencephaly-1-like	FCC1311_113602	Hondaea fermentalgiana	138		FCC1311_113602		
GBG35138.1	A0A2R5GZ90	unreviewed	A0A2R5GZ90_9STRA	Apple domain-containing protein	FCC1311_113612	Hondaea fermentalgiana	242		FCC1311_113612		
GBG35139.1	A0A2R5GXT5	unreviewed	A0A2R5GXT5_9STRA	Secreted protein	FCC1311_113622	Hondaea fermentalgiana	325		FCC1311_113622		
GBG35140.1	A0A2R5GWD3	unreviewed	A0A2R5GWD3_9STRA	Laminin IV type A domain-containing protein	FCC1311_113632	Hondaea fermentalgiana	276		FCC1311_113632		
GBG35141.1	A0A2R5H2R8	unreviewed	A0A2R5H2R8_9STRA	Nucleotide-binding oligomerization domain-containing protein 2	FCC1311_113642	Hondaea fermentalgiana	213		FCC1311_113642		
GBG35142.1	A0A2R5GWD2	unreviewed	A0A2R5GWD2_9STRA	Ankyrin repeat and protein kinase domain-containing protein 1	FCC1311_113652	Hondaea fermentalgiana	394		FCC1311_113652		
GBG35143.1	A0A2R5H224	unreviewed	A0A2R5H224_9STRA	DNA_LIGASE_A3 domain-containing protein	FCC1311_113662	Hondaea fermentalgiana	233		FCC1311_113662		
GBG35144.1	A0A2R5H3X8	unreviewed	A0A2R5H3X8_9STRA	Nucleotide-binding oligomerization domain-containing protein 1	FCC1311_113672	Hondaea fermentalgiana	103		FCC1311_113672		
GBG35145.1	A0A2R5GX40	unreviewed	A0A2R5GX40_9STRA	Uncharacterized protein	FCC1311_113682	Hondaea fermentalgiana	235		FCC1311_113682		
GBG35146.1	A0A2R5GWD0	unreviewed	A0A2R5GWD0_9STRA	WD repeat-containing protein pop2	FCC1311_113692	Hondaea fermentalgiana	161		FCC1311_113692		
GBG35147.1	A0A2R5GWE1	unreviewed	A0A2R5GWE1_9STRA	Ankyrin repeat and protein kinase domain-containing protein 1	FCC1311_113702	Hondaea fermentalgiana	527		FCC1311_113702		
GBG35148.1	A0A2R5GZ99	unreviewed	A0A2R5GZ99_9STRA	Protein kinase, putative	FCC1311_113712	Hondaea fermentalgiana	808		FCC1311_113712		
GBG35150.1	A0A2R5GWE3	unreviewed	A0A2R5GWE3_9STRA	APH domain-containing protein	FCC1311_113732	Hondaea fermentalgiana	317		FCC1311_113732		
GBG35149.1	A0A2R5GXU5	unreviewed	A0A2R5GXU5_9STRA	Haloperoxidase	FCC1311_113722	Hondaea fermentalgiana	285		FCC1311_113722		
GBG35151.1	A0A2R5H2S8	unreviewed	A0A2R5H2S8_9STRA	F-box/WD repeat-containing protein 7	FCC1311_113742	Hondaea fermentalgiana	244		FCC1311_113742		
GBG35152.1	A0A2R5GWE2	unreviewed	A0A2R5GWE2_9STRA	DUF1963 domain-containing protein	FCC1311_113752	Hondaea fermentalgiana	102		FCC1311_113752		
GBG35153.1	A0A2R5H234	unreviewed	A0A2R5H234_9STRA	Sortilin_C domain-containing protein	FCC1311_113762	Hondaea fermentalgiana	241		FCC1311_113762		
GBG35154.1	A0A2R5H3Y6	unreviewed	A0A2R5H3Y6_9STRA	LlaJI family restriction endonuclease	FCC1311_113772	Hondaea fermentalgiana	411		FCC1311_113772		
GBG35155.1	A0A2R5GX51	unreviewed	A0A2R5GX51_9STRA	Protein kinase, putative	FCC1311_113782	Hondaea fermentalgiana	216		FCC1311_113782		
GBG35156.1	A0A2R5GWE0	unreviewed	A0A2R5GWE0_9STRA	Transposon Ty2-LR2 Gag-Pol polyprotein	FCC1311_113792	Hondaea fermentalgiana	685		FCC1311_113792		
