5331	RNA processing and modification	NA																																													
7493	RNA processing and modification	NA																																													
32117	RNA processing and modification	NA																																													
33319	RNA processing and modification	NA																																													
42896	RNA processing and modification	NA																																													
44720	RNA processing and modification	NA																																													
46434	RNA processing and modification	NA																																													
46898	RNA processing and modification	NA																																													
52388	RNA processing and modification	NA																																													
53197	RNA processing and modification	NA																																													
57035	RNA processing and modification	NA																																													
67818	RNA processing and modification	NA																																													
74323	RNA processing and modification	NA																																													
118572	RNA processing and modification	NA																																													
136425	RNA processing and modification	NA																																													
136606	RNA processing and modification	NA																																													
137918	RNA processing and modification	NA																																													
139617	RNA processing and modification; Cell cycle control, cell division, chromosome partitioning	K12859	not significant	139617	K12859	ko00001														ko03041																											
43417	RNA processing and modification; General function prediction only	K14857	not significant	43417	K14857	ko00001	ko01000															ko03009																									
70198	RNA processing and modification; General function prediction only	K14944	not significant	70198	K14944	ko00001														ko03041																											
58081	RNA processing and modification; Nuclear structure; Signal transduction mechanisms	K14319	not significant	58081	K14319	ko00001													ko03019																												
45412	RNA processing and modification; Translation, ribosomal structure and biogenesis	K14564	G3	45412	K14564	ko00001																ko03009																									
119202	RNA processing and modification; Translation, ribosomal structure and biogenesis	K12845	not significant	119202	K12845	ko00001														ko03041		ko03009																									
44080	RNA processing and modification; Translation, ribosomal structure and biogenesis	K14565	not significant	44080	K14565	ko00001																ko03009																									
141703	Secondary metabolites biosynthesis, transport and catabolism	K13979	G2	141703	K13979	ko00001	ko01000																																								
79344	Secondary metabolites biosynthesis, transport and catabolism	K13979	G4	79344	K13979	ko00001	ko01000																																								
140690	Secondary metabolites biosynthesis, transport and catabolism	K00079	not significant	140690	K00079	ko00001	ko01000																																								
136342	Secondary metabolites biosynthesis, transport and catabolism	K00121	not significant	136342	K00121	ko00001	ko01000																																								
138527	Secondary metabolites biosynthesis, transport and catabolism	K00121	not significant	138527	K00121	ko00001	ko01000																																								
138926	Secondary metabolites biosynthesis, transport and catabolism	K00383	not significant	138926	K00383	ko00001	ko01000																																								
139555	Secondary metabolites biosynthesis, transport and catabolism	K01823	not significant	139555	K01823	ko00001	ko01000																																								
46517	Secondary metabolites biosynthesis, transport and catabolism	K05658	not significant	46517	K05658	ko00001	ko01000																										ko02000				ko04147					ko04090					
55702	Secondary metabolites biosynthesis, transport and catabolism	K05665	not significant	55702	K05665	ko00001	ko01000																										ko02000														
141311	Secondary metabolites biosynthesis, transport and catabolism	K05681	not significant	141311	K05681	ko00001																											ko02000				ko04147					ko04090					
48161	Secondary metabolites biosynthesis, transport and catabolism	K05917	not significant	48161	K05917	ko00001	ko01000									ko00199																															
69290	Secondary metabolites biosynthesis, transport and catabolism	K08683	not significant	69290	K08683	ko00001	ko01000																									ko03029					ko04147										
141771	Secondary metabolites biosynthesis, transport and catabolism	K08683	not significant	141771	K08683	ko00001	ko01000																									ko03029					ko04147										
136971	Secondary metabolites biosynthesis, transport and catabolism	K11168	not significant	136971	K11168	ko00001	ko01000																																								
140820	Secondary metabolites biosynthesis, transport and catabolism	K13979	not significant	140820	K13979	ko00001	ko01000																																								
10649&82957	Secondary metabolites biosynthesis, transport and catabolism	K13979	not significant	10649&82957	K13979	ko00001	ko01000																																								
123799	Secondary metabolites biosynthesis, transport and catabolism	K15734	not significant	123799	K15734	ko00001	ko01000																																								
137358	Secondary metabolites biosynthesis, transport and catabolism	K17951	not significant	137358	K17951	ko00001	ko01000									ko00199																															
29301	Secondary metabolites biosynthesis, transport and catabolism	K21456	not significant	29301	K21456	ko00001	ko01000																														ko04147										
169	Secondary metabolites biosynthesis, transport and catabolism	NA																																													
3822	Secondary metabolites biosynthesis, transport and catabolism	NA																																													
34142	Secondary metabolites biosynthesis, transport and catabolism	NA																																													
42461	Secondary metabolites biosynthesis, transport and catabolism	NA																																													
46809	Secondary metabolites biosynthesis, transport and catabolism	NA																																													
47218	Secondary metabolites biosynthesis, transport and catabolism	NA																																													
71994	Secondary metabolites biosynthesis, transport and catabolism	NA																																													
74618	Secondary metabolites biosynthesis, transport and catabolism	NA																																													
103997	Secondary metabolites biosynthesis, transport and catabolism	NA																																													
138074	Secondary metabolites biosynthesis, transport and catabolism	NA																																													
138090	Secondary metabolites biosynthesis, transport and catabolism	NA																																													
139802	Secondary metabolites biosynthesis, transport and catabolism	NA																																													
141755	Secondary metabolites biosynthesis, transport and catabolism	NA																																													
42174&143868	Secondary metabolites biosynthesis, transport and catabolism	NA																																													
141112	Secondary metabolites biosynthesis, transport and catabolism; General function prediction only	NA																																													
44120	Secondary metabolites biosynthesis, transport and catabolism; Inorganic ion transport and metabolism	K00521	not significant	44120	K00521	ko00001	ko01000																																								
47161	Secondary metabolites biosynthesis, transport and catabolism; Lipid transport and metabolism	K00232	not significant	47161	K00232	ko00001	ko01000																																								
140355	Signal transduction mechanisms	K03456	G1	140355	K03456	ko00001			ko01009										ko03019											ko03036																	
91654	Signal transduction mechanisms	K04345	G1	91654	K04345	ko00001	ko01000	ko01001											ko03019											ko03036																	
136475	Signal transduction mechanisms	K04739	G1	136475	K04739	ko00001																																									
45449	Signal transduction mechanisms	K08794	G1	45449	K08794	ko00001	ko01000	ko01001																																							
71098	Signal transduction mechanisms	K13448	G1	71098	K13448	ko00001																																									
67075	Signal transduction mechanisms	K01611	G4	67075	K01611	ko00001	ko01000																																								
70065	Signal transduction mechanisms	K00898	not significant	70065	K00898	ko00001	ko01000	ko01001																																							
140887	Signal transduction mechanisms	K00898	not significant	140887	K00898	ko00001	ko01000	ko01001																																							
44792	Signal transduction mechanisms	K00910	not significant	44792	K00910	ko00001	ko01000	ko01001																													ko04147										
73719	Signal transduction mechanisms	K00910	not significant	73719	K00910	ko00001	ko01000	ko01001																													ko04147										
141875	Signal transduction mechanisms	K01762	not significant	141875	K01762	ko00001	ko01000								ko01007																																
68209	Signal transduction mechanisms	K02183	not significant	68209	K02183	ko00001			ko01009																	ko04131				ko03036							ko04147										
103046	Signal transduction mechanisms	K02183	not significant	103046	K02183	ko00001			ko01009																	ko04131				ko03036							ko04147										
117715	Signal transduction mechanisms	K02218	not significant	117715	K02218	ko00001	ko01000	ko01001																																							
55246	Signal transduction mechanisms	K03456	not significant	55246	K03456	ko00001			ko01009										ko03019											ko03036																	
30858	Signal transduction mechanisms	K04345	not significant	30858	K04345	ko00001	ko01000	ko01001											ko03019											ko03036																	
47081	Signal transduction mechanisms	K04354	not significant	47081	K04354	ko00001			ko01009										ko03019											ko03036																	
73321	Signal transduction mechanisms	K04382	not significant	73321	K04382	ko00001	ko01000		ko01009										ko03019							ko04131				ko03036							ko04147										
44314	Signal transduction mechanisms	K04409	not significant	44314	K04409	ko00001	ko01000	ko01001																		ko04131				ko03036																	
74694	Signal transduction mechanisms	K04409	not significant	74694	K04409	ko00001	ko01000	ko01001																		ko04131				ko03036																	
76642	Signal transduction mechanisms	K04409	not significant	76642	K04409	ko00001	ko01000	ko01001																		ko04131				ko03036																	
79615	Signal transduction mechanisms	K04412	not significant	79615	K04412	ko00001		ko01001																																							
83060	Signal transduction mechanisms	K04461	not significant	83060	K04461	ko00001	ko01000		ko01009																																						
116230	Signal transduction mechanisms	K04461	not significant	116230	K04461	ko00001	ko01000		ko01009																																						
140763	Signal transduction mechanisms	K04461	not significant	140763	K04461	ko00001	ko01000		ko01009																																						
47177	Signal transduction mechanisms	K04727	not significant	47177	K04727	ko00001	ko01000																																								
42533	Signal transduction mechanisms	K05857	not significant	42533	K05857	ko00001	ko01000																			ko04131																					
73556	Signal transduction mechanisms	K05869	not significant	73556	K05869	ko00001	ko01000	ko01001																																							
119142	Signal transduction mechanisms	K05869	not significant	119142	K05869	ko00001	ko01000																																								
120530	Signal transduction mechanisms	K06268	not significant	120530	K06268	ko00001			ko01009																																						
98077	Signal transduction mechanisms	K06276	not significant	98077	K06276	ko00001	ko01000	ko01001																		ko04131																					
45119	Signal transduction mechanisms	K06944	not significant	45119	K06944	ko00001	ko01000																																								
139491	Signal transduction mechanisms	K07359	not significant	139491	K07359	ko00001	ko01000	ko01001																																							
143050	Signal transduction mechanisms	K07359	not significant	143050	K07359	ko00001	ko01000	ko01001																																							
6183	Signal transduction mechanisms	K07376	not significant	6183	K07376	ko00001	ko01000	ko01001																																							
81024	Signal transduction mechanisms	K07376	not significant	81024	K07376	ko00001	ko01000	ko01001																																							
98887	Signal transduction mechanisms	K07376	not significant	98887	K07376	ko00001	ko01000	ko01001																																							
151155	Signal transduction mechanisms	K07376	not significant	151155	K07376	ko00001	ko01000	ko01001																																							
46709	Signal transduction mechanisms	K08794	not significant	46709	K08794	ko00001	ko01000	ko01001																																							
126684	Signal transduction mechanisms	K08794	not significant	126684	K08794	ko00001	ko01000	ko01001																																							
139942	Signal transduction mechanisms	K08794	not significant	139942	K08794	ko00001	ko01000	ko01001																																							
81669	Signal transduction mechanisms	K08835	not significant	81669	K08835	ko00001	ko01000	ko01001																																							
41657	Signal transduction mechanisms	K10572	not significant	41657	K10572	ko00001	ko01000																																								
74428	Signal transduction mechanisms	K11584	not significant	74428	K11584	ko00001			ko01009										ko03019											ko03036																	
139786	Signal transduction mechanisms	K12349	not significant	139786	K12349	ko00001	ko01000																																								
142636	Signal transduction mechanisms	K12486	not significant	142636	K12486	ko00001																				ko04131																					
136766	Signal transduction mechanisms	K12493	not significant	136766	K12493	ko00001																				ko04131																					
44790	Signal transduction mechanisms	K12795	not significant	44790	K12795	ko00001																																									
48619	Signal transduction mechanisms	K13412	not significant	48619	K13412	ko00001	ko01000	ko01001																																							
66779	Signal transduction mechanisms	K13412	not significant	66779	K13412	ko00001	ko01000	ko01001																																							
71282	Signal transduction mechanisms	K13412	not significant	71282	K13412	ko00001	ko01000	ko01001																																							
71772	Signal transduction mechanisms	K13412	not significant	71772	K13412	ko00001	ko01000	ko01001																																							
140364	Signal transduction mechanisms	K13412	not significant	140364	K13412	ko00001	ko01000	ko01001																																							
42432	Signal transduction mechanisms	K13807	not significant	42432	K13807	ko00001	ko01000		ko01009																																						
120109	Signal transduction mechanisms	K14753	not significant	120109	K14753	ko00001													ko03019																		ko04147										
49120	Signal transduction mechanisms	K14803	not significant	49120	K14803	ko00001	ko01000		ko01009													ko03009																									
46795	Signal transduction mechanisms	K16185	not significant	46795	K16185	ko00001																																									
76467	Signal transduction mechanisms	K16865	not significant	76467	K16865	ko00001																																									
56898	Signal transduction mechanisms	K17290	not significant	56898	K17290	ko00001	ko01000																														ko04147										
78157	Signal transduction mechanisms	K17499	not significant	78157	K17499	ko00001	ko01000		ko01009																																						
63026	Signal transduction mechanisms	K17506	not significant	63026	K17506	ko00001	ko01000		ko01009																																						
78462	Signal transduction mechanisms	K17506	not significant	78462	K17506	ko00001	ko01000		ko01009																																						
84986	Signal transduction mechanisms	K17506	not significant	84986	K17506	ko00001	ko01000		ko01009																																						
102913	Signal transduction mechanisms	K17508	not significant	102913	K17508	ko00001	ko01000		ko01009																																						
141052	Signal transduction mechanisms	K17550	not significant	141052	K17550	ko00001			ko01009																																						
30807	Signal transduction mechanisms	K17606	not significant	30807	K17606	ko00001			ko01009																	ko04131																					
80119	Signal transduction mechanisms	K18041	not significant	80119	K18041	ko00001	ko01000		ko01009																																						
140594	Signal transduction mechanisms	K18726	not significant	140594	K18726	ko00001													ko03019																												
115866	Signal transduction mechanisms	K18763	not significant	115866	K18763	ko00001													ko03019																												
76764	Signal transduction mechanisms	K19477	not significant	76764	K19477	ko00001	ko01000	ko01001																																							
116642	Signal transduction mechanisms	K19584	not significant	116642	K19584	ko00001	ko01000	ko01001																																							
6687	Signal transduction mechanisms	K19704	not significant	6687	K19704	ko00001	ko01000		ko01009																																						
48742	Signal transduction mechanisms	K22066	not significant	48742	K22066	ko00001																										ko03029															
141027	Signal transduction mechanisms	K22075	not significant	141027	K22075	ko00001																										ko03029															
11827	Signal transduction mechanisms	K22985	not significant	11827	K22985	ko00001																																	ko04030								
1337	Signal transduction mechanisms	NA																																													
1598	Signal transduction mechanisms	NA																																													
5470	Signal transduction mechanisms	NA																																													
6349	Signal transduction mechanisms	NA																																													
7741	Signal transduction mechanisms	NA																																													
8126	Signal transduction mechanisms	NA																																													
10377	Signal transduction mechanisms	NA																																													
11795	Signal transduction mechanisms	NA																																													
12833	Signal transduction mechanisms	NA																																													
33321	Signal transduction mechanisms	NA																																													
36976	Signal transduction mechanisms	NA																																													
42066	Signal transduction mechanisms	NA																																													
42124	Signal transduction mechanisms	NA																																													
42421	Signal transduction mechanisms	NA																																													
42846	Signal transduction mechanisms	NA																																													
42854	Signal transduction mechanisms	NA																																													
45108	Signal transduction mechanisms	NA																																													
46425	Signal transduction mechanisms	NA																																													
46494	Signal transduction mechanisms	NA																																													
47679	Signal transduction mechanisms	NA																																													
48401	Signal transduction mechanisms	NA																																													
48761	Signal transduction mechanisms	NA																																													
51690	Signal transduction mechanisms	NA																																													
56290	Signal transduction mechanisms	NA																																													
58680	Signal transduction mechanisms	NA																																													
59792	Signal transduction mechanisms	NA																																													
60104	Signal transduction mechanisms	NA																																													
60473	Signal transduction mechanisms	NA																																													
60518	Signal transduction mechanisms	NA																																													
60609	Signal transduction mechanisms	NA																																													
61788	Signal transduction mechanisms	NA																																													
67893	Signal transduction mechanisms	NA																																													
69881	Signal transduction mechanisms	NA																																													
70565	Signal transduction mechanisms	NA																																													
72706	Signal transduction mechanisms	NA																																													
73016	Signal transduction mechanisms	NA																																													
73713	Signal transduction mechanisms	NA																																													
74064	Signal transduction mechanisms	NA																																													
74703	Signal transduction mechanisms	NA																																													
75654	Signal transduction mechanisms	NA																																													
76334	Signal transduction mechanisms	NA																																													
76420	Signal transduction mechanisms	NA																																													
78722	Signal transduction mechanisms	NA																																													
83442	Signal transduction mechanisms	NA																																													
85192	Signal transduction mechanisms	NA																																													
85612	Signal transduction mechanisms	NA																																													
96173	Signal transduction mechanisms	NA																																													
113138	Signal transduction mechanisms	NA																																													
113518	Signal transduction mechanisms	NA																																													
116636	Signal transduction mechanisms	NA																																													
116894	Signal transduction mechanisms	NA																																													
118552	Signal transduction mechanisms	NA																																													
120418	Signal transduction mechanisms	NA																																													
123422	Signal transduction mechanisms	NA																																													
131499	Signal transduction mechanisms	NA																																													
132147	Signal transduction mechanisms	NA																																													
133460	Signal transduction mechanisms	NA																																													
136108	Signal transduction mechanisms	NA																																													
136511	Signal transduction mechanisms	NA																																													
136733	Signal transduction mechanisms	NA																																													
137066	Signal transduction mechanisms	NA																																													
137175	Signal transduction mechanisms	NA																																													
137536	Signal transduction mechanisms	NA																																													
137675	Signal transduction mechanisms	NA																																													
137992	Signal transduction mechanisms	NA																																													
138699	Signal transduction mechanisms	NA																																													
139091	Signal transduction mechanisms	NA																																													
139565	Signal transduction mechanisms	NA																																													
140186	Signal transduction mechanisms	NA																																													
141448	Signal transduction mechanisms	NA																																													
141672	Signal transduction mechanisms	NA																																													
141876	Signal transduction mechanisms	NA																																													
142291	Signal transduction mechanisms	NA																																													
142604	Signal transduction mechanisms	NA																																													
142841	Signal transduction mechanisms	NA																																													
143470	Signal transduction mechanisms	NA																																													
145170	Signal transduction mechanisms	NA																																													
145412	Signal transduction mechanisms	NA																																													
146268	Signal transduction mechanisms	NA																																													
146471	Signal transduction mechanisms	NA																																													
148358	Signal transduction mechanisms	NA																																													
13479&118186	Signal transduction mechanisms	NA																																													
118906	Signal transduction mechanisms; Amino acid transport and metabolism	K12235	not significant	118906	K12235	ko00001	ko01000																																								
74690	Signal transduction mechanisms; Carbohydrate transport and metabolism	K15423	not significant	74690	K15423	ko00001	ko01000		ko01009																						ko03400																
77589	Signal transduction mechanisms; Carbohydrate transport and metabolism	K15423	not significant	77589	K15423	ko00001	ko01000		ko01009																						ko03400																
140454	Signal transduction mechanisms; Carbohydrate transport and metabolism	K15423	not significant	140454	K15423	ko00001	ko01000		ko01009																						ko03400																
76810	Signal transduction mechanisms; Cell cycle control, cell division, chromosome partitioning	K04534	G1	76810	K04534	ko00001																															ko04147				ko04031						
84164	Signal transduction mechanisms; Cell cycle control, cell division, chromosome partitioning	K04631	G1	84164	K04631	ko00001																																			ko04031						
42460	Signal transduction mechanisms; Cell cycle control, cell division, chromosome partitioning	K04534	not significant	42460	K04534	ko00001																															ko04147				ko04031						
110537	Signal transduction mechanisms; Cell cycle control, cell division, chromosome partitioning	K04534	not significant	110537	K04534	ko00001																															ko04147				ko04031						
119058	Signal transduction mechanisms; Cell cycle control, cell division, chromosome partitioning	K04534	not significant	119058	K04534	ko00001																															ko04147				ko04031						
84539	Signal transduction mechanisms; Cell cycle control, cell division, chromosome partitioning	K04630	not significant	84539	K04630	ko00001																															ko04147				ko04031						
120406	Signal transduction mechanisms; Cell cycle control, cell division, chromosome partitioning	K04630	not significant	120406	K04630	ko00001																															ko04147				ko04031						
141441	Signal transduction mechanisms; Cell cycle control, cell division, chromosome partitioning	K07178	not significant	141441	K07178	ko00001	ko01000	ko01001														ko03009																									
68684	Signal transduction mechanisms; Cell cycle control, cell division, chromosome partitioning	K15498	not significant	68684	K15498	ko00001	ko01000		ko01009																						ko03400																
36970	Signal transduction mechanisms; Cell cycle control, cell division, chromosome partitioning	NA																																													
97114	Signal transduction mechanisms; Cell cycle control, cell division, chromosome partitioning	NA																																													
112744	Signal transduction mechanisms; Cell cycle control, cell division, chromosome partitioning	NA																																													
44177	Signal transduction mechanisms; Cell cycle control, cell division, chromosome partitioning; Transcription	K03097	not significant	44177	K03097	ko00001	ko01000	ko01001														ko03009																									
54212	Signal transduction mechanisms; Cell cycle control, cell division, chromosome partitioning; Transcription	K03115	not significant	54212	K03115	ko00001																ko03009								ko03036																	
75035	Signal transduction mechanisms; Cell cycle control, cell division, chromosome partitioning; Transcription	K03115	not significant	75035	K03115	ko00001																ko03009																									
41997	Signal transduction mechanisms; Cytoskeleton	K00761	not significant	41997	K00761	ko00001	ko01000																																								
132537	Signal transduction mechanisms; Cytoskeleton	K00761	not significant	132537	K00761	ko00001	ko01000																																								
62381	Signal transduction mechanisms; Cytoskeleton	K00876	not significant	62381	K00876	ko00001	ko01000																																								
32531	Signal transduction mechanisms; Cytoskeleton	NA																																													
80178	Signal transduction mechanisms; Cytoskeleton	NA																																													
84882	Signal transduction mechanisms; Cytoskeleton	NA																																													
86244	Signal transduction mechanisms; Cytoskeleton	NA																																													
140105	Signal transduction mechanisms; Cytoskeleton	NA																																													
3111	Signal transduction mechanisms; Defense mechanisms	NA																																													
6264	Signal transduction mechanisms; Defense mechanisms	NA																																													
8982	Signal transduction mechanisms; Defense mechanisms	NA																																													
29872	Signal transduction mechanisms; Defense mechanisms	NA																																													
47714	Signal transduction mechanisms; Defense mechanisms	NA																																													
116402	Signal transduction mechanisms; Defense mechanisms	NA																																													
130541	Signal transduction mechanisms; Defense mechanisms	NA																																													
136248	Signal transduction mechanisms; Defense mechanisms	NA																																													
138767	Signal transduction mechanisms; Defense mechanisms	NA																																													
139646	Signal transduction mechanisms; Defense mechanisms	NA																																													
70287	Signal transduction mechanisms; Extracellular structures	NA																																													
84586	Signal transduction mechanisms; Extracellular structures	NA																																													
117061	Signal transduction mechanisms; Extracellular structures	NA																																													
143233	Signal transduction mechanisms; Extracellular structures	NA																																													
139396	Signal transduction mechanisms; General function prediction only	K18080	not significant	139396	K18080	ko00001			ko01009																																						
136990	Signal transduction mechanisms; General function prediction only	NA																																													
140342	Signal transduction mechanisms; General function prediction only	NA																																													
83043	Signal transduction mechanisms; Inorganic ion transport and metabolism	NA																																													
47711	Signal transduction mechanisms; Intracellular trafficking, secretion, and vesicular transport	K12483	not significant	47711	K12483	ko00001																				ko04131											ko04147										
139785	Signal transduction mechanisms; Intracellular trafficking, secretion, and vesicular transport	K19801	not significant	139785	K19801	ko00001	ko01000																																								
113507	Signal transduction mechanisms; Intracellular trafficking, secretion, and vesicular transport	NA																																													
45524	Signal transduction mechanisms; Intracellular trafficking, secretion, and vesicular transport; Cytoskeleton	K12492	not significant	45524	K12492	ko00001																				ko04131																					
57079	Signal transduction mechanisms; Posttranslational modification, protein turnover, chaperones	K12655	not significant	57079	K12655	ko00001	ko01000			ko01002																	ko04121																				
77040	Signal transduction mechanisms; Posttranslational modification, protein turnover, chaperones	K18342	not significant	77040	K18342	ko00001	ko01000																				ko04121																				
35699	Signal transduction mechanisms; Posttranslational modification, protein turnover, chaperones	NA																																													
141295	Signal transduction mechanisms; Replication, recombination and repair	K01669	not significant	141295	K01669	ko00001	ko01000																								ko03400																
99951	Signal transduction mechanisms; Replication, recombination and repair	K02295	not significant	99951	K02295	ko00001																																									
142806	Transcription	K11338	G1	142806	K11338	ko00001	ko01000																							ko03036					ko03037												
141124	Transcription	K15174	G1	141124	K15174	ko00001												ko03021																													
77767	Transcription	K15979	G1	77767	K15979	ko00001																																									
59396	Transcription	K03627	G2	59396	K03627	ko00001																																									
118949	Transcription	K01527	G3	118949	K01527	ko00001																																									
30894	Transcription	K03232	G3	30894	K03232	ko00001																		ko03012																							
104908	Transcription	K03626	G4	104908	K03626	ko00001																																									
140851	Transcription	K01724	not significant	140851	K01724	ko00001	ko01000																														ko04147										
140982	Transcription	K01724	not significant	140982	K01724	ko00001	ko01000																														ko04147										
42366	Transcription	K02999	not significant	42366	K02999	ko00001	ko01000											ko03021																													
43912	Transcription	K03000	not significant	43912	K03000	ko00001												ko03021																													
138416	Transcription	K03002	not significant	138416	K03002	ko00001	ko01000											ko03021																													
138229	Transcription	K03004	not significant	138229	K03004	ko00001												ko03021																													
119535	Transcription	K03006	not significant	119535	K03006	ko00001	ko01000											ko03021													ko03400																
45426	Transcription	K03007	not significant	45426	K03007	ko00001												ko03021													ko03400																
44245	Transcription	K03008	not significant	44245	K03008	ko00001												ko03021													ko03400																
82212	Transcription	K03010	not significant	82212	K03010	ko00001	ko01000											ko03021													ko03400																
141536	Transcription	K03011	not significant	141536	K03011	ko00001												ko03021													ko03400																
48415	Transcription	K03012	not significant	48415	K03012	ko00001												ko03021													ko03400																
48287	Transcription	K03013	not significant	48287	K03013	ko00001												ko03021													ko03400																
139134	Transcription	K03013	not significant	139134	K03013	ko00001												ko03021													ko03400																
52538	Transcription	K03014	not significant	52538	K03014	ko00001												ko03021													ko03400																
143285	Transcription	K03015	not significant	143285	K03015	ko00001												ko03021	ko03019												ko03400																
45568	Transcription	K03016	not significant	45568	K03016	ko00001												ko03021													ko03400																
136765	Transcription	K03017	not significant	136765	K03017	ko00001												ko03021													ko03400																
43487	Transcription	K03018	not significant	43487	K03018	ko00001	ko01000											ko03021																													
44713	Transcription	K03019	not significant	44713	K03019	ko00001												ko03021																													
78112	Transcription	K03025	not significant	78112	K03025	ko00001												ko03021																													
139494	Transcription	K03027	not significant	139494	K03027	ko00001												ko03021																													
47175	Transcription	K03124	not significant	47175	K03124	ko00001												ko03021																													
141461	Transcription	K03130	not significant	141461	K03130	ko00001												ko03021												ko03036																	
71013	Transcription	K03135	not significant	71013	K03135	ko00001												ko03021																													
138754	Transcription	K03139	not significant	138754	K03139	ko00001	ko01000											ko03021																													
82570	Transcription	K03145	not significant	82570	K03145	ko00001												ko03021																													
43565	Transcription	K03189	not significant	43565	K03189	ko00001																																									
142430	Transcription	K03504	not significant	142430	K03504	ko00001			ko01009																				ko03032		ko03400																
46678	Transcription	K03872	not significant	46678	K03872	ko00001																					ko04121				ko03400																
44826	Transcription	K04498	not significant	44826	K04498	ko00001	ko01000										ko03000													ko03036		ko03029															
136485	Transcription	K04683	not significant	136485	K04683	ko00001											ko03000																														
95604	Transcription	K06883	not significant	95604	K06883	ko00001																																									
59042	Transcription	K08065	not significant	59042	K08065	ko00001											ko03000																														
59944	Transcription	K09420	not significant	59944	K09420	ko00001											ko03000																														
61683	Transcription	K09420	not significant	61683	K09420	ko00001											ko03000																														
63922	Transcription	K09420	not significant	63922	K09420	ko00001											ko03000																														
138105	Transcription	K09861	not significant	138105	K09861	ko00001																																									
142000	Transcription	K11086	not significant	142000	K11086	ko00001													ko03019	ko03041									ko03032																		
42622	Transcription	K11294	not significant	42622	K11294	ko00001																ko03009								ko03036																	
136483	Transcription	K11462	not significant	136483	K11462	ko00001																								ko03036																	
117391	Transcription	K11654	not significant	117391	K11654	ko00001	ko01000											ko03021												ko03036																	
142500	Transcription	K12188	not significant	142500	K12188	ko00001																				ko04131											ko04147										
52656	Transcription	K12580	not significant	52656	K12580	ko00001													ko03019																												
52331	Transcription	K12603	not significant	52331	K12603	ko00001	ko01000												ko03019																												
138654	Transcription	K12604	not significant	138654	K12604	ko00001													ko03019																												
136515	Transcription	K12873	not significant	136515	K12873	ko00001														ko03041																											
102789	Transcription	K14437	not significant	102789	K14437	ko00001	ko01000																							ko03036																	
131544	Transcription	K14721	not significant	131544	K14721	ko00001												ko03021																													
138952	Transcription	K14785	not significant	138952	K14785	ko00001																ko03009																									
59191	Transcription	K14965	not significant	59191	K14965	ko00001																								ko03036																	
138431	Transcription	K15171	not significant	138431	K15171	ko00001												ko03021	ko03019																												
43279	Transcription	K15172	not significant	43279	K15172	ko00001												ko03021	ko03019																												
10524	Transcription	K15175	not significant	10524	K15175	ko00001												ko03021																													
45290	Transcription	K15178	not significant	45290	K15178	ko00001												ko03021																													
7500	Transcription	K15216	not significant	7500	K15216	ko00001												ko03021																													
142120	Transcription	K15223	not significant	142120	K15223	ko00001												ko03021																													
112560	Transcription	K15336	not significant	112560	K15336	ko00001	ko01000																ko03016																								
44715	Transcription	K17496	not significant	44715	K17496	ko00001																										ko03029	ko02000														
77683	Transcription	K17618	not significant	77683	K17618	ko00001	ko01000		ko01009																																						
137811	Transcription	K20824	not significant	137811	K20824	ko00001																				ko04131																					
47310	Transcription	K22073	not significant	47310	K22073	ko00001	ko01000																									ko03029															
1152	Transcription	NA																																													
1714	Transcription	NA																																													
1846	Transcription	NA																																													
2617	Transcription	NA																																													
2807	Transcription	NA																																													
3046	Transcription	NA																																													
4393	Transcription	NA																																													
4409	Transcription	NA																																													
5856	Transcription	NA																																													
6389	Transcription	NA																																													
9317	Transcription	NA																																													
9977	Transcription	NA																																													
12195	Transcription	NA																																													
28945	Transcription	NA																																													
29765	Transcription	NA																																													
30107	Transcription	NA																																													
30212	Transcription	NA																																													
30366	Transcription	NA																																													
32283	Transcription	NA																																													
36764	Transcription	NA																																													
39130	Transcription	NA																																													
39134	Transcription	NA																																													
42055	Transcription	NA																																													
42439	Transcription	NA																																													
42891	Transcription	NA																																													
44292	Transcription	NA																																													
44593	Transcription	NA																																													
45137	Transcription	NA																																													
47282	Transcription	NA																																													
49686	Transcription	NA																																													
50058	Transcription	NA																																													
53101	Transcription	NA																																													
56587	Transcription	NA																																													
58613	Transcription	NA																																													
63003	Transcription	NA																																													
70288	Transcription	NA																																													
74093	Transcription	NA																																													
74537	Transcription	NA																																													
78415	Transcription	NA																																													
80654	Transcription	NA																																													
113657	Transcription	NA																																													
114175	Transcription	NA																																													
115356	Transcription	NA																																													
128408	Transcription	NA																																													
133302	Transcription	NA																																													
136220	Transcription	NA																																													
137941	Transcription	NA																																													
138644	Transcription	NA																																													
139779	Transcription	NA																																													
140593	Transcription	NA																																													
141137	Transcription	NA																																													
141165	Transcription	NA																																													
141587	Transcription	NA																																													
142382	Transcription	NA																																													
142543	Transcription	NA																																													
142747	Transcription	NA																																													
